,CPU Name,No. Sockets,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Performance,Test Date,Socket,Category
4380,[Dual CPU] Intel Xeon Platinum 8260M @ 2.30GHz,2,24,"$15,410.00*","55,297",3.59,"2,472",NA,165,NA,Oct 2020,LGA3647,Server
4381,Intel Xeon Platinum 8268 @ 2.90GHz,1,24,"$6,005.98*","34,483",5.74,"2,255",0.38,205,168.21,Jun 2019,FCLGA3647,Server
4382,[Dual CPU] Intel Xeon Platinum 8268 @ 2.90GHz,2,24,"$12,011.96*","62,130",5.17,"2,347",NA,205,NA,Jun 2019,FCLGA3647,Server
4383,[Dual CPU] Intel Xeon Platinum 8269CY @ 2.50GHz,2,26,NA,"61,811",NA,"2,053",NA,NA,NA,Jul 2022,FCLGA3647,Server
4384,Intel Xeon Platinum 8270 @ 2.70GHz,1,26,"$4,021.86","29,986",7.46,"2,325",0.58,205,146.27,Dec 2023,FCLGA3647,Server
4385,[Dual CPU] Intel Xeon Platinum 8270CL @ 2.70GHz,2,26,NA,"52,386",NA,"2,382",NA,205,NA,Jun 2022,FCLGA3647,Server
4386,[Dual CPU] Intel Xeon Platinum 8273CL @ 2.20GHz,2,28,NA,"50,348",NA,"2,144",NA,165,NA,Jan 2021,FCLGA3647,Server
4387,Intel Xeon Platinum 8275CL @ 3.00GHz,1,24,NA,"40,794",NA,"2,386",NA,NA,NA,Dec 2019,Unknown,Server
4388,[Dual CPU] Intel Xeon Platinum 8275CL @ 3.00GHz,2,24,NA,"66,812",NA,"2,375",NA,NA,NA,Dec 2019,Unknown,Server
4389,[Dual CPU] Intel Xeon Platinum 8276L @ 2.20GHz,2,28,"$5,000.00","60,188",12.04,"2,427",NA,NA,NA,Mar 2019,Unknown,Server
4390,Intel Xeon Platinum 8280 @ 2.70GHz,1,28,"$3,100.00","32,781",10.57,"2,029",0.65,205,159.91,Jan 2020,FCLGA3647,Server
4391,[Dual CPU] Intel Xeon Platinum 8280 @ 2.70GHz,2,28,"$6,200.00","64,291",10.37,"2,356",NA,205,NA,Jan 2020,FCLGA3647,Server
4392,[Dual CPU] Intel Xeon Platinum 8336C,2,32,NA,"74,875",NA,"2,054",NA,230,NA,Apr 2024,FCLGA4189,Server
4393,[Dual CPU] Intel Xeon Platinum 8338C @ 2.60GHz,2,32,NA,"81,817",NA,"2,439",NA,250,NA,Jun 2023,FCLGA4189,Server
4394,Intel Xeon Platinum 8347C @ 2.10GHz,1,36,NA,"49,386",NA,"2,445",NA,210,235.17,Mar 2022,LGA4189,Server
4395,[Dual CPU] Intel Xeon Platinum 8352Y @ 2.20GHz,2,32,"$3,094.00","68,643",22.19,"1,913",NA,205,NA,Jul 2021,FCLGA4189,Server
4396,Intel Xeon Platinum 8358 @ 2.60GHz,1,32,"$4,398.95","54,416",12.37,"2,382",0.54,250,217.67,Aug 2021,FCLGA4189,Server
4397,[Dual CPU] Intel Xeon Platinum 8358 @ 2.60GHz,2,32,"$8,797.90","83,116",9.45,"2,355",NA,250,NA,Aug 2021,FCLGA4189,Server
4398,[Dual CPU] Intel Xeon Platinum 8358P @ 2.60GHz,2,32,NA,"82,052",NA,"2,378",NA,240,NA,Oct 2022,FCLGA4189,Server
4399,Intel Xeon Platinum 8360Y @ 2.40GHz,1,36,"$2,800.00","54,078",19.31,"2,489",0.89,250,216.31,Oct 2023,FCLGA4189,Server
4400,[Dual CPU] Intel Xeon Platinum 8368 @ 2.40GHz,2,38,"$15,562.36*","88,038",5.66,"2,345",NA,270,NA,Apr 2021,FCLGA4189,Server
4401,Intel Xeon Platinum 8368Q @ 2.60GHz,1,38,NA,"46,681",NA,"2,568",NA,270,172.89,Apr 2024,FCLGA4189,Server
4402,[Dual CPU] Intel Xeon Platinum 8369B @ 2.90GHz,2,32,NA,"87,459",NA,"2,499",NA,270,NA,Jul 2024,FCLGA4189,Server
4403,Intel Xeon Platinum 8375C @ 2.90GHz,1,32,NA,"56,202",NA,"2,474",NA,300,187.34,Aug 2021,FCLGA4189,Server
4404,[Dual CPU] Intel Xeon Platinum 8375C @ 2.90GHz,2,32,NA,"86,451",NA,"2,468",NA,300,NA,Aug 2021,FCLGA4189,Server
4405,Intel Xeon Platinum 8380 @ 2.30GHz,1,40,"$7,301.00","62,318",8.54,"2,385",0.33,270,230.81,Aug 2021,FCLGA4189,Server
4406,[Dual CPU] Intel Xeon Platinum 8380 @ 2.30GHz,2,40,"$14,602.00","91,257",6.25,"2,400",NA,270,NA,Aug 2021,FCLGA4189,Server
4407,[Dual CPU] Intel Xeon Platinum 8450H,2,28,"$9,416.00*","87,103",9.25,"2,902",NA,250,NA,Aug 2024,FCLGA4677,Server
4408,Intel Xeon Platinum 8454H,1,32,"$6,540.00*","62,530",9.56,"2,839",0.43,270,231.59,Apr 2024,FCLGA4677,Server
4409,[Dual CPU] Intel Xeon Platinum 8458P,2,44,"$13,518.00*","117,136",8.67,"2,841",NA,350,NA,Mar 2024,FCLGA4677,Server
4410,Intel Xeon Platinum 8461V,1,48,"$4,491.00*","74,982",16.70,"2,855",0.64,300,249.94,Sep 2023,FCLGA4677,Server
4411,[Dual CPU] Intel Xeon Platinum 8462Y+,2,32,"$11,890.00*","111,282",9.36,"3,065",NA,300,NA,Mar 2023,FCLGA4677,Server
4412,[Dual CPU] Intel Xeon Platinum 8468,2,48,"$14,428.00*","126,838",8.79,"3,156",NA,350,NA,Mar 2024,FCLGA4677,Server
4413,Intel Xeon Platinum 8470 @2.00GHz,1,52,"$9,359.00*","89,850",9.60,"3,153",0.34,350,256.72,Sep 2023,FCLGA4677,Server
4414,Intel Xeon Platinum 8475B,1,1,NA,"3,280",NA,"2,581",NA,NA,NA,Jul 2024,Unknown,Server
4415,[Dual CPU] Intel Xeon Platinum 8479 @2.00GHz,2,28,NA,"24,087",NA,"2,453",NA,350,NA,Aug 2023,FCLGA4677,Server
4416,[Dual CPU] Intel Xeon Platinum 8480+,2,56,"$21,420.00*","125,165",5.84,"2,942",NA,350,NA,Apr 2023,FCLGA4677,Server
4417,Intel Xeon Platinum 8481C @ 2.70GHz,1,4,NA,"11,681",NA,"2,479",NA,350,33.37,Feb 2023,Unknown,Server
4418,[Dual CPU] Intel Xeon Platinum 8488C,2,48,NA,"127,207",NA,"3,096",NA,385,NA,Aug 2023,Unknown,Server
4419,[Dual CPU] Intel Xeon Platinum 8568Y+,2,48,"$12,994.00*","125,432",9.65,"2,978",NA,350,NA,Jul 2024,FCLGA4677,Server
4420,[Dual CPU] Intel Xeon Platinum 8570,2,56,"$19,190.00*","137,588",7.17,"3,224",NA,350,NA,Sep 2024,FCLGA4677,Server
4421,Intel Xeon Platinum 8571N,1,52,NA,"68,385",NA,"1,969",NA,300,227.95,Apr 2024,FCLGA4677,Server
4422,Intel Xeon Platinum 8575C,1,1,NA,"3,342",NA,"2,593",NA,NA,NA,Jul 2024,Unknown,Server
4423,Intel Xeon Platinum 8592+,1,64,"$11,600.00*","84,013",7.24,"2,411",0.21,350,240.04,Sep 2024,FCLGA4677,Server
4424,Intel Xeon Platinum P-8124 @ 3.00GHz,1,18,NA,"22,674",NA,"2,059",NA,240,94.47,Nov 2021,FCLGA3647,Server
4425,[Dual CPU] Intel Xeon Platinum P-8124 @ 3.00GHz,2,18,NA,"43,913",NA,"2,096",NA,240,NA,Nov 2021,FCLGA3647,Server
4426,Intel Xeon Silver 4108 @ 1.80GHz,1,8,$126.98,"8,909",70.16,"1,483",11.68,85,104.81,Jan 2018,FCLGA3647,Server
4427,[Dual CPU] Intel Xeon Silver 4108 @ 1.80GHz,2,8,$253.96,"16,080",63.32,"1,676",NA,85,NA,Jan 2018,FCLGA3647,Server
4428,Intel Xeon Silver 4109T @ 2.00GHz,1,8,$692.02*,"10,348",14.95,"1,445",2.09,70,147.83,Apr 2018,FCLGA3647,Server
4429,Intel Xeon Silver 4110 @ 2.10GHz,1,8,$111.10,"10,215",91.94,"1,595",14.36,85,120.18,Oct 2017,FCLGA3647,Server
4430,[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz,2,8,$222.20,"17,328",77.98,"1,628",NA,85,NA,Oct 2017,FCLGA3647,Server
4431,Intel Xeon Silver 4112 @ 2.60GHz,1,4,$308.80,"6,446",20.87,"1,707",5.53,85,75.83,Feb 2018,FCLGA3647,Server
4432,[Dual CPU] Intel Xeon Silver 4112 @ 2.60GHz,2,4,$617.60,"12,390",20.06,"1,762",NA,85,NA,Feb 2018,FCLGA3647,Server
4433,Intel Xeon Silver 4114 @ 2.20GHz,1,10,$34.99,"13,139",375.52,"1,719",49.12,85,154.58,Oct 2017,FCLGA3647,Server
4434,[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz,2,10,$69.98,"20,898",298.63,"1,667",NA,85,NA,Oct 2017,FCLGA3647,Server
4435,Intel Xeon Silver 4116 @ 2.10GHz,1,12,$76.00,"14,660",192.89,"1,657",21.80,85,172.47,Jan 2018,FCLGA3647,Server
4436,[Dual CPU] Intel Xeon Silver 4116 @ 2.10GHz,2,12,$152.00,"25,536",168.00,"1,680",NA,85,NA,Jan 2018,FCLGA3647,Server
4437,Intel Xeon Silver 4116T @ 2.10GHz,1,12,"$1,112.00*","15,187",13.66,"1,781",1.60,85,178.66,Feb 2021,FCLGA3647,Server
4438,Intel Xeon Silver 4123 @ 3.00GHz,1,8,NA,"14,405",NA,"1,967",NA,105,137.19,Feb 2018,Unknown,Server
4439,Intel Xeon Silver 4208 @ 2.10GHz,1,8,$294.00,"11,259",38.30,"1,774",6.03,85,132.46,Jul 2019,FCLGA3647,Server
4440,[Dual CPU] Intel Xeon Silver 4208 @ 2.10GHz,2,8,$588.00,"18,999",32.31,"1,771",NA,85,NA,Jul 2019,FCLGA3647,Server
4441,Intel Xeon Silver 4209T @ 2.20GHz,1,8,$649.25*,"11,080",17.07,"1,693",2.61,70,158.29,Apr 2019,FCLGA3647,Server
4442,Intel Xeon Silver 4210 @ 2.20GHz,1,10,$293.60,"13,457",45.83,"1,725",5.88,85,158.32,Aug 2019,FCLGA3647,Server
4443,[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz,2,10,$587.20,"23,593",40.18,"1,808",NA,85,NA,Aug 2019,FCLGA3647,Server
4444,Intel Xeon Silver 4210R @ 2.40GHz,1,10,$441.00,"15,152",34.36,"1,796",4.07,100,151.52,Jun 2020,FCLGA3647,Server
4445,[Dual CPU] Intel Xeon Silver 4210R @ 2.40GHz,2,10,$882.00,"22,754",25.80,"1,810",NA,100,NA,Jun 2020,FCLGA3647,Server
4446,Intel Xeon Silver 4214 @ 2.20GHz,1,12,$329.95,"16,190",49.07,"1,769",5.36,85,190.48,Sep 2019,FCLGA3647,Server
4447,[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz,2,12,$659.90,"26,054",39.48,"1,786",NA,85,NA,Sep 2019,FCLGA3647,Server
4448,Intel Xeon Silver 4214R @ 2.40GHz,1,12,$457.00,"18,275",39.99,"1,975",4.32,100,182.75,May 2020,FCLGA3647,Server
4449,[Dual CPU] Intel Xeon Silver 4214R @ 2.40GHz,2,12,$914.00,"29,295",32.05,"1,989",NA,100,NA,May 2020,FCLGA3647,Server
4450,Intel Xeon Silver 4214Y @ 2.20GHz,1,12,$750.00,"16,442",21.92,"1,822",2.43,85,193.44,Jun 2020,FCLGA3647,Server
4451,Intel Xeon Silver 4215 @ 2.50GHz,1,8,$560.55,"14,439",25.76,"2,060",3.68,85,169.87,Jun 2019,FCLGA3647,Server
4452,[Dual CPU] Intel Xeon Silver 4215 @ 2.50GHz,2,8,"$1,121.10","22,379",19.96,"1,810",NA,85,NA,Jun 2019,FCLGA3647,Server
4453,Intel Xeon Silver 4215R @ 3.20GHz,1,8,$739.00,"15,004",20.30,"2,262",3.06,130,115.42,Oct 2020,FCLGA3647,Server
4454,[Dual CPU] Intel Xeon Silver 4215R @ 3.20GHz,2,8,"$1,478.00","24,102",16.31,"1,945",NA,130,NA,Oct 2020,FCLGA3647,Server
4455,Intel Xeon Silver 4216 @ 2.10GHz,1,16,$716.00,"20,613",28.79,"1,807",2.52,100,206.13,Aug 2019,FCLGA3647,Server
4456,[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz,2,16,"$1,432.00","30,184",21.08,"1,780",NA,100,NA,Aug 2019,FCLGA3647,Server
4457,Intel Xeon Silver 4216R @ 2.20GHz,1,16,NA,"24,027",NA,"1,866",NA,NA,NA,Sep 2024,FCLGA3647,Server
4458,Intel Xeon Silver 4309Y @ 2.80GHz,1,8,$419.34,"19,100",45.55,"2,420",5.77,105,181.91,Jul 2021,FCLGA4189,Server
4459,[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz,2,8,$838.68,"31,783",37.90,"2,456",NA,105,NA,Jul 2021,FCLGA4189,Server
4460,Intel Xeon Silver 4310 @ 2.10GHz,1,12,$480.00,"22,642",47.17,"2,187",4.56,120,188.68,May 2021,FCLGA4189,Server
4461,[Dual CPU] Intel Xeon Silver 4310 @ 2.10GHz,2,12,$960.00,"33,533",34.93,"1,931",NA,120,NA,May 2021,FCLGA4189,Server
4462,Intel Xeon Silver 4310T @ 2.30GHz,1,10,$714.36,"20,973",29.36,"2,288",3.20,105,199.74,Sep 2021,FCLGA4189,Server
4463,Intel Xeon Silver 4314 @ 2.40GHz,1,16,$743.13,"28,954",38.96,"2,215",2.98,135,214.47,Aug 2021,FCLGA4189,Server
4464,[Dual CPU] Intel Xeon Silver 4314 @ 2.40GHz,2,16,"$1,486.26","46,348",31.18,"2,192",NA,135,NA,Aug 2021,FCLGA4189,Server
4465,Intel Xeon Silver 4316 @ 2.30GHz,1,20,$880.00,"31,341",35.61,"1,928",2.19,150,208.94,Aug 2021,FCLGA4189,Server
4466,[Dual CPU] Intel Xeon Silver 4316 @ 2.30GHz,2,20,"$1,760.00","53,687",30.50,"2,150",NA,150,NA,Aug 2021,FCLGA4189,Server
4467,Intel Xeon Silver 4410T,1,10,$624.00*,"28,859",46.25,"3,094",4.96,150,192.39,Apr 2023,FCLGA4677,Server
4468,[Dual CPU] Intel Xeon Silver 4410T,2,10,"$1,248.00*","48,208",38.63,"3,084",NA,150,NA,Apr 2023,FCLGA4677,Server
4469,Intel Xeon Silver 4410Y,1,12,$563.00*,"24,399",43.34,"2,385",4.24,150,162.66,Apr 2023,FCLGA4677,Server
4470,[Dual CPU] Intel Xeon Silver 4410Y,2,12,"$1,126.00*","49,077",43.58,"3,147",NA,150,NA,Apr 2023,FCLGA4677,Server
4471,Intel Xeon Silver 4416+,1,20,"$1,176.00*","46,208",39.29,"3,233",2.75,165,280.05,Jun 2023,FCLGA4677,Server
4472,[Dual CPU] Intel Xeon Silver 4416+,2,20,"$2,352.00*","64,909",27.60,"2,676",NA,165,NA,Jun 2023,FCLGA4677,Server
4473,[Dual CPU] Intel Xeon Silver 4509Y,2,8,NA,"41,561",NA,"2,774",NA,125,NA,May 2024,FCLGA4677,Server
4474,Intel Xeon Silver 4510,1,12,$563.00*,"34,170",60.69,"3,396",6.03,150,227.80,Apr 2024,FCLGA4677,Server
4475,[Dual CPU] Intel Xeon Silver 4510,2,12,"$1,126.00*","57,247",50.84,"3,277",NA,150,NA,Apr 2024,FCLGA4677,Server
4476,[Dual CPU] Intel Xeon Silver 4514Y,2,16,"$1,560.00*","47,978",30.76,"2,077",NA,150,NA,Mar 2024,FCLGA4677,Server
4477,Intel Xeon W-10855M @ 2.80GHz,1,6,$450.00*,"12,627",28.06,"2,759",6.13,45,280.59,Aug 2020,FCBGA1440,"Laptop, Server"
4478,Intel Xeon W-10885M @ 2.40GHz,1,8,$623.00*,"15,737",25.26,"2,768",4.44,45,349.72,Jun 2020,FCBGA1440,"Laptop, Server"
4479,Intel Xeon W-11155MLE @ 1.80GHz,1,4,$242.00*,"8,502",35.13,"1,862",7.69,25,340.09,Dec 2023,FCBGA1787,Mobile/Embedded
4480,Intel Xeon W-11555MLE @ 1.90GHz,1,6,$348.00*,"12,591",36.18,"2,542",7.30,25,503.64,Nov 2022,FCBGA1787,Server
4481,Intel Xeon W-11555MRE @ 2.60GHz,1,6,$326.00*,"17,484",53.63,"3,201",9.82,45,388.53,May 2023,FCBGA1787,"Server, Mobile/Embedded"
4482,Intel Xeon W-11855M @ 3.20GHz,1,6,$450.00*,"18,159",40.35,"3,254",7.23,45,403.52,Jun 2021,FCBGA1787,"Laptop, Server"
4483,Intel Xeon W-11865MLE @ 1.50GHz,1,8,$467.00*,"15,958",34.17,"2,808",6.01,25,638.34,Jun 2022,FCBGA1787,"Server, Mobile/Embedded"
4484,Intel Xeon W-11865MRE @ 2.60GHz,1,8,$480.00*,"19,589",40.81,"3,135",6.53,45,435.31,Jun 2022,FCBGA1787,"Server, Mobile/Embedded"
4485,Intel Xeon W-11955M @ 2.60GHz,1,8,$623.00*,"22,587",36.26,"3,294",5.29,45,501.94,Jun 2021,FCBGA1787,"Laptop, Server"
4486,Intel Xeon W-1250 @ 3.30GHz,1,6,$333.48*,"13,610",40.81,"2,831",8.49,80,170.13,Aug 2020,FCLGA1200,Server
4487,Intel Xeon W-1250E @ 3.50GHz,1,6,$260.00*,"12,212",46.97,"2,588",9.95,80,152.65,Jul 2022,FCLGA1200,Server
4488,Intel Xeon W-1250P @ 4.10GHz,1,6,$321.50*,"14,353",44.64,"2,980",9.27,125,114.83,May 2021,FCLGA1200,"Desktop, Server"
4489,Intel Xeon W-1270 @ 3.40GHz,1,8,$362.00*,"17,641",48.73,"3,026",8.36,80,220.51,Jul 2020,FCLGA1200,Server
4490,Intel Xeon W-1270E @ 3.40GHz,1,8,$367.00*,"18,635",50.78,"2,990",8.15,80,232.94,Jan 2022,FCLGA1200,"Server, Mobile/Embedded"
4491,Intel Xeon W-1270P @ 3.80GHz,1,8,$379.00,"17,113",45.15,"2,916",7.69,95,180.14,Sep 2020,FCLGA1200,Server
4492,Intel Xeon W-1270TE @ 2.00GHz,1,8,$367.00*,"13,553",36.93,"2,796",7.62,35,387.24,Oct 2021,FCLGA1200,Server
4493,Intel Xeon W-1290 @ 3.20GHz,1,10,$588.67*,"20,071",34.10,"3,086",5.24,80,250.89,Aug 2020,FCLGA1200,Server
4494,Intel Xeon W-1290E @ 3.50GHz,1,10,$500.00*,"18,786",37.57,"2,806",5.61,95,197.75,Apr 2021,FCLGA1200,Server
4495,Intel Xeon W-1290P @ 3.70GHz,1,10,$649.40*,"22,435",34.55,"3,169",4.88,125,179.48,Aug 2020,FCLGA1200,Server
4496,Intel Xeon W-1290T @ 1.90GHz,1,10,$494.00*,"18,409",37.27,"2,974",6.02,35,525.97,Jan 2021,FCLGA1200,Server
4497,Intel Xeon W-1350 @ 3.30GHz,1,6,$335.99*,"19,015",56.59,"3,494",10.40,80,237.69,Jun 2021,FCLGA1200,Server
4498,Intel Xeon W-1350P @ 4.00GHz,1,6,$372.23*,"19,821",53.25,"3,539",9.51,65,304.94,Nov 2021,FCLGA1200,Server
4499,Intel Xeon W-1370 @ 2.90GHz,1,8,$468.99*,"22,926",48.88,"3,478",7.42,80,286.57,Sep 2021,FCLGA1200,"Desktop, Server"
4500,Intel Xeon W-1370P @ 3.60GHz,1,8,$508.99*,"23,306",45.79,"3,479",6.83,125,186.45,Jun 2021,FCLGA1200,"Desktop, Server"
4501,Intel Xeon W-1390 @ 2.80GHz,1,8,$573.99*,"23,902",41.64,"3,414",5.95,80,298.77,Nov 2021,FCLGA1200,Server
4502,Intel Xeon W-1390P @ 3.50GHz,1,8,NA,"25,304",NA,"3,566",NA,125,202.43,Sep 2021,FCLGA1200,"Desktop, Server"
4503,Intel Xeon W-2102 @ 2.90GHz,1,4,$286.99*,"5,079",17.70,"1,691",5.89,120,42.33,Jun 2018,FCLGA2066,Server
4504,Intel Xeon W-2104 @ 3.20GHz,1,4,$255.00*,"5,552",21.77,"1,814",7.12,120,46.27,Oct 2018,FCLGA2066,Server
4505,Intel Xeon W-2123 @ 3.60GHz,1,4,$427.11*,"8,458",19.80,"2,191",5.13,120,70.48,Nov 2017,FCLGA2066,Server
4506,Intel Xeon W-2125 @ 4.00GHz,1,4,$564.95*,"10,027",17.75,"2,562",4.53,120,83.56,Dec 2017,FCLGA2066,Server
4507,Intel Xeon W-2133 @ 3.60GHz,1,6,$617.00*,"12,661",20.52,"2,261",3.66,140,90.43,Sep 2017,FCLGA2066,Server
4508,Intel Xeon W-2135 @ 3.70GHz,1,6,"$1,007.70*","14,446",14.34,"2,609",2.59,140,103.19,Nov 2017,FCLGA2066,Server
4509,Intel Xeon W-2140B @ 3.20GHz,1,8,NA,"17,324",NA,"2,552",NA,NA,NA,Jan 2018,FCLGA2066,Server
4510,Intel Xeon W-2145 @ 3.70GHz,1,8,"$1,224.67*","18,178",14.84,"2,609",2.13,140,129.84,Dec 2017,FCLGA2066,Server
4511,Intel Xeon W-2150B @ 3.00GHz,1,10,NA,"20,513",NA,"2,679",NA,NA,NA,Jan 2018,FCLGA2066,Server
4512,Intel Xeon W-2155 @ 3.30GHz,1,10,"$1,530.39*","21,059",13.76,"2,604",1.70,140,150.42,Jan 2018,FCLGA2066,Server
4513,Intel Xeon W-2170B @ 2.50GHz,1,14,NA,"23,902",NA,"2,345",NA,NA,NA,Sep 2018,FCLGA-2066,Server
4514,Intel Xeon W-2175 @ 2.50GHz,1,14,$432.00*,"23,345",54.04,"2,471",5.72,140,166.75,Feb 2019,FCLGA2066,Server
4515,Intel Xeon W-2191B @ 2.30GHz,1,18,NA,"28,076",NA,"2,500",NA,140,200.54,Jun 2021,FCLGA2066,Server
4516,Intel Xeon W-2195 @ 2.30GHz,1,18,"$1,983.82*","27,978",14.10,"2,443",1.23,140,199.84,Dec 2017,FCLGA2066,Server
4517,Intel Xeon W-2223 @ 3.60GHz,1,4,$399.99*,"8,579",21.45,"2,178",5.44,120,71.49,Apr 2020,FCLGA2066,Server
4518,Intel Xeon W-2225 @ 4.10GHz,1,4,$517.38*,"10,539",20.37,"2,664",5.15,105,100.37,Mar 2020,FCLGA2066,Server
4519,Intel Xeon W-2235 @ 3.80GHz,1,6,$666.99*,"14,375",21.55,"2,650",3.97,130,110.58,Aug 2020,FCLGA2066,Server
4520,Intel Xeon W-2245 @ 3.90GHz,1,8,$434.00,"19,457",44.83,"2,737",6.31,155,125.53,Apr 2020,FCLGA2066,Server
4521,Intel Xeon W-2255 @ 3.70GHz,1,10,$528.00,"22,369",42.37,"2,712",5.14,165,135.57,Mar 2020,FCLGA2066,"Desktop, Server"
4522,Intel Xeon W-2265 @ 3.50GHz,1,12,$610.00,"25,973",42.58,"2,797",4.59,165,157.41,Aug 2020,FCLGA2066,Server
4523,Intel Xeon W-2275 @ 3.30GHz,1,14,$751.00,"27,866",37.11,"2,754",3.67,165,168.89,Dec 2020,FCLGA2066,Desktop
4524,Intel Xeon W-2295 @ 3.00GHz,1,18,"$1,567.67","30,668",19.56,"2,634",1.68,165,185.87,Apr 2020,FCLGA2066,Server
4525,Intel Xeon W-3175X @ 3.10GHz,1,28,"$3,039.28*","37,167",12.23,"2,148",0.71,255,145.75,Mar 2019,FCLGA3647,Desktop
4526,Intel Xeon W-3223 @ 3.50GHz,1,8,$820.55*,"17,099",20.84,"2,447",2.98,160,106.87,Aug 2020,FCLGA3647,Server
4527,Intel Xeon W-3235 @ 3.30GHz,1,12,"$1,998.95*","25,519",12.77,"2,632",1.32,180,141.77,Nov 2019,FCLGA3647,Server
4528,Intel Xeon W-3245 @ 3.20GHz,1,16,"$2,683.99*","31,018",11.56,"2,596",0.97,205,151.31,Oct 2020,FCLGA3647,Server
4529,Intel Xeon W-3245M @ 3.20GHz,1,16,"$5,002.00*","26,814",5.36,"2,571",0.51,205,130.80,Sep 2022,FCLGA3647,Server
4530,Intel Xeon W-3265 @ 2.70GHz,1,24,"$4,551.37*","30,105",6.61,"2,572",0.57,205,146.85,Sep 2019,FCLGA3647,Server
4531,Intel Xeon W-3265M @ 2.70GHz,1,24,"$6,353.00*","33,800",5.32,"2,662",0.42,205,164.88,Oct 2021,FCLGA3647,"Desktop, Server"
4532,Intel Xeon W-3275 @ 2.50GHz,1,28,"$4,894.00*","40,931",8.36,"2,584",0.53,205,199.67,Apr 2023,FCLGA3647,Server
4533,Intel Xeon W-3275M @ 2.50GHz,1,28,"$7,453.00*","39,834",5.34,"2,723",0.37,205,194.31,Jan 2020,FCLGA3647,Server
4534,Intel Xeon W-3323 @ 3.50GHz,1,12,$949.00*,"25,875",27.27,"2,617",2.76,220,117.61,Oct 2021,FCLGA4189,"Desktop, Server"
4535,Intel Xeon W-3335 @ 3.40GHz,1,16,"$1,299.00*","39,293",30.25,"2,673",2.06,250,157.17,Apr 2022,FCLGA4189,Server
4536,Intel Xeon W-3345 @ 3.00GHz,1,24,"$2,499.00*","45,694",18.28,"2,426",0.97,250,182.77,Aug 2022,FCLGA4189,Server
4537,Intel Xeon W-3365 @ 2.70GHz,1,32,"$3,851.00*","59,038",15.33,"2,625",0.68,270,218.66,Feb 2023,FCLGA4189,Server
4538,Intel Xeon W-3375 @ 2.50GHz,1,38,"$4,499.00*","59,069",13.13,"2,643",0.59,270,218.77,Jun 2022,FCLGA4189,Server
4539,Intel Xeon w3-2423,1,6,NA,"15,275",NA,"2,625",NA,120,127.29,May 2023,FCLGA4677,Server
4540,Intel Xeon w3-2425,1,6,$529.00*,"18,655",35.26,"3,115",5.89,130,143.50,May 2023,FCLGA4677,Server
4541,Intel Xeon w3-2435,1,8,$669.00*,"26,358",39.40,"3,404",5.09,165,159.74,May 2023,FCLGA4677,Server
4542,Intel Xeon W3503 @ 2.40GHz,1,2,$9.99*,"1,118",111.93,"1,025",102.57,130,8.60,May 2009,LGA1366,Server
4543,Intel Xeon W3505 @ 2.53GHz,1,2,$14.86*,"1,161",78.13,"1,106",74.44,130,8.93,Apr 2009,LGA1366,Server
4544,Intel Xeon W3520 @ 2.67GHz,1,4,$59.00*,"2,935",49.75,"1,276",21.63,130,22.58,Mar 2009,LGA1366,Server
4545,Intel Xeon W3530 @ 2.80GHz,1,4,$338.14*,"3,068",9.07,"1,338",3.96,130,23.60,May 2010,LGA1366,Server
4546,Intel Xeon W3540 @ 2.93GHz,1,4,$149.00*,"3,109",20.86,"1,297",8.70,130,23.91,Jun 2009,LGA1366,Server
4547,Intel Xeon W3550 @ 3.07GHz,1,4,$49.95*,"3,214",64.34,"1,407",28.18,130,24.72,Sep 2009,LGA1366,Server
4548,Intel Xeon W3565 @ 3.20GHz,1,4,$59.95*,"3,366",56.15,"1,504",25.09,130,25.89,Dec 2009,LGA1366,Server
4549,Intel Xeon W3570 @ 3.20GHz,1,4,$469.95*,"3,267",6.95,"1,466",3.12,130,25.13,Jul 2009,LGA1366,Server
4550,Intel Xeon W3580 @ 3.33GHz,1,4,$214.50*,"3,609",16.82,"1,557",7.26,130,27.76,Nov 2009,LGA1366,Server
4551,Intel Xeon W3670 @ 3.20GHz,1,6,$295.19*,"6,435",21.80,"1,498",5.07,130,49.50,Apr 2011,LGA1366,Server
4552,Intel Xeon W3680 @ 3.33GHz,1,6,$125.05*,"6,995",55.94,"1,570",12.56,130,53.81,Apr 2010,LGA1366,Server
4553,Intel Xeon W3690 @ 3.47GHz,1,6,$446.56*,"7,226",16.18,"1,613",3.61,130,55.58,Mar 2011,LGA1366,Server
4554,Intel Xeon w5-2445,1,10,$839.00*,"32,234",38.42,"3,374",4.02,175,184.19,May 2023,FCLGA4677,Server
4555,Intel Xeon w5-2455X,1,12,"$1,140.49*","37,918",33.25,"3,564",3.12,200,189.59,Jul 2023,FCLGA4677,Server
4556,Intel Xeon w5-2465X,1,16,"$1,483.94","46,906",31.61,"3,543",2.39,200,234.53,May 2023,FCLGA4677,Server
