	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
5028	QTI SM4450	1	8	3,870	1,641	NA	NA	Sep 2023	Unknown	Mobile/Embedded
5029	QTI SM611	1	8	3,180	999	NA	NA	Mar 2024	Unknown	Mobile/Embedded
5030	QTI SM6115	1	8	2,890	938	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5031	QTI SM6125	1	8	2,904	967	NA	NA	Oct 2023	Unknown	Mobile/Embedded
5032	QTI SM6150	1	8	3,385	1,345	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5033	QTI SM6225	1	8	3,518	1,164	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5034	QTI SM6350	1	8	4,152	1,694	NA	NA	May 2023	Unknown	Mobile/Embedded
5035	QTI SM6375	1	8	4,181	1,864	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5036	QTI SM6450	1	8	5,643	1,906	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5037	QTI SM7125	1	8	3,901	1,573	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5038	QTI SM7150	1	8	3,763	1,435	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5039	QTI SM7225	1	8	4,293	1,813	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5040	QTI SM7250	1	8	4,304	1,892	NA	NA	May 2023	Unknown	Mobile/Embedded
5041	QTI SM7325	1	8	5,924	1,967	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5042	QTI SM7350	1	8	5,589	1,910	NA	NA	May 2023	Unknown	Mobile/Embedded
5043	QTI SM7435	1	8	5,563	1,559	NA	NA	Jan 2024	Unknown	Mobile/Embedded
5044	QTI SM7450	1	8	5,505	1,863	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5045	QTI SM7475	1	8	7,307	2,002	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5046	QTI SM7550	1	8	6,609	2,240	NA	NA	Apr 2024	Unknown	Mobile/Embedded
5047	QTI SM7675	1	8	8,448	1,967	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5048	QTI SM8150	1	8	5,341	1,821	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5049	QTI SM8250	1	8	6,581	2,256	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5050	QTI SM8350	1	8	6,538	2,298	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5051	QTI SM8450	1	8	6,386	2,434	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5052	QTI SM8475	1	8	7,267	2,418	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5053	QTI SM8550	1	8	9,117	2,899	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5054	QTI SM8635	1	8	8,440	2,335	NA	NA	May 2024	Unknown	Mobile/Embedded
5055	QTI SM8650	1	8	11,526	2,964	NA	NA	Nov 2023	Unknown	Mobile/Embedded
5056	Qualcomm	1	8	1,354	358	NA	NA	Dec 2022	Unknown	Mobile/Embedded
5057	Qualcomm APQ 8084 (Flattened Device Tree)	1	4	683	439	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5058	Qualcomm APQ8026	1	4	332	224	NA	NA	May 2021	Unknown	Mobile/Embedded
5059	Qualcomm APQ8084	1	4	603	357	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5060	Qualcomm MSM 8939 HUAWEI KIW-L21	1	8	1,088	351	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5061	Qualcomm MSM 8939 HUAWEI KIW-L24	1	8	1,065	344	NA	NA	May 2021	Unknown	Mobile/Embedded
5062	Qualcomm MSM 8939 HUAWEI TEXAS-A1	1	8	1,085	383	NA	NA	Jun 2021	Unknown	Mobile/Embedded
5063	Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre	1	4	566	219	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5064	Qualcomm MSM8212	1	4	378	247	NA	NA	Mar 2024	Unknown	Mobile/Embedded
5065	Qualcomm MSM8226	1	4	344	234	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5066	Qualcomm MSM8228	1	4	332	214	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5067	Qualcomm MSM8626	1	4	294	185	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5068	Qualcomm MSM8916	1	4	424	314	NA	NA	Apr 2022	Unknown	Mobile/Embedded
5069	Qualcomm MSM8917	1	4	656	369	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5070	Qualcomm MSM8926	1	4	286	182	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5071	Qualcomm MSM8928	1	4	367	226	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5072	Qualcomm MSM8937	1	8	1,043	350	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5073	Qualcomm MSM8939	1	8	1,180	415	NA	NA	Jul 2021	Unknown	Mobile/Embedded
5074	Qualcomm MSM8953	1	8	1,589	486	NA	NA	Jul 2021	Unknown	Mobile/Embedded
5075	Qualcomm MSM8956	1	6	2,127	853	NA	NA	Jul 2024	Unknown	Mobile/Embedded
5076	Qualcomm MSM8974	1	4	719	431	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5077	Qualcomm MSM8974PRO-AA	1	4	672	390	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5078	Qualcomm MSM8974PRO-AB	1	4	686	371	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5079	Qualcomm MSM8974PRO-AC	1	4	643	378	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5080	Qualcomm MSM8992	1	6	1,255	431	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5081	Qualcomm MSM8994	1	8	785	412	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5082	Qualcomm MSM8996	1	4	1,424	734	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5083	Qualcomm MSM8996PRO-AB	1	4	1,658	944	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5084	Qualcomm MSM8998	1	8	3,480	1,074	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5085	Qualcomm QCM6490	1	8	6,068	1,921	NA	NA	Dec 2023	Unknown	Mobile/Embedded
5086	Qualcomm SC7180	1	8	3,978	1,583	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5087	Qualcomm SC7180P	1	8	4,558	1,852	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5088	Qualcomm SDM439	1	8	2,195	613	NA	NA	Nov 2023	Unknown	Mobile/Embedded
5089	Qualcomm SDM450	1	8	2,836	846	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5090	Qualcomm SDM630	1	8	2,388	636	NA	NA	Feb 2024	Unknown	Mobile/Embedded
5091	Qualcomm SDM660	1	8	2,444	795	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5092	Qualcomm SDM670	1	8	3,235	1,146	NA	NA	Jul 2023	Unknown	Mobile/Embedded
5093	Qualcomm SDM845	1	8	4,383	1,454	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5094	Qualcomm SM4250	1	8	2,587	799	NA	NA	Jul 2023	Unknown	Mobile/Embedded
5095	Qualcomm SM4350	1	8	3,575	1,453	NA	NA	May 2023	Unknown	Mobile/Embedded
5096	Qualcomm SM6115	1	8	3,107	973	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5097	Qualcomm SM6125	1	8	2,916	992	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5098	Qualcomm SM6150	1	8	2,989	1,111	NA	NA	May 2023	Unknown	Mobile/Embedded
5099	Qualcomm SM6225	1	8	3,801	1,202	NA	NA	Jun 2024	Unknown	Mobile/Embedded
5100	Qualcomm SM7125	1	8	3,737	1,534	NA	NA	May 2023	Unknown	Mobile/Embedded
5101	Qualcomm SM7150	1	8	4,138	1,521	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5102	Qualcomm SM7250	1	8	3,886	1,573	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5103	Qualcomm SM7325	1	8	6,077	2,035	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5104	Qualcomm SM8150	1	8	5,677	1,816	NA	NA	May 2023	Unknown	Mobile/Embedded
5105	Qualcomm SM8250	1	8	6,734	2,449	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5106	Qualcomm SM8350	1	8	6,541	2,170	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5107	Qualcomm Snapdragon 810	1	8	1,316	667	NA	NA	Jan 2023	Unknown	Mobile/Embedded
5108	Qualcomm Snapdragon X Elite - X1E-78-100	1	12	22,901	3,181	23	995.71	Jun 2024	Unknown	Laptop
5109	Qualcomm Snapdragon X Elite - X1E-80-100	1	12	23,296	3,342	NA	NA	Jun 2024	Unknown	Laptop
5110	Qualcomm Snapdragon X Elite - X1E-84-100	1	12	23,576	3,966	NA	NA	Jun 2024	Unknown	Laptop
5111	Qualcomm Snapdragon X Plus X1P-64-100	1	10	22,129	3,241	NA	NA	May 2024	Unknown	Laptop
5112	Qualcomm Technologies, Inc	1	8	3,887	1,468	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5113	Qualcomm Technologies, Inc 450	1	8	1,978	459	NA	NA	Apr 2022	Unknown	Mobile/Embedded
5114	Qualcomm Technologies, Inc APQ8009	1	4	341	208	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5115	Qualcomm Technologies, Inc APQ8016	1	4	404	247	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5116	Qualcomm Technologies, Inc APQ8017	1	4	520	329	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5117	Qualcomm Technologies, Inc APQ8053	1	8	2,149	567	NA	NA	Jul 2021	Unknown	Mobile/Embedded
5118	Qualcomm Technologies, Inc APQ8076	1	8	1,673	585	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5119	Qualcomm Technologies, Inc APQ8094	1	8	1,564	552	NA	NA	Oct 2022	Unknown	Mobile/Embedded
5120	Qualcomm Technologies, Inc APQ8096	1	4	1,708	1,039	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5121	Qualcomm Technologies, Inc APQ8096pro	1	4	730	435	NA	NA	Aug 2022	Unknown	Mobile/Embedded
5122	Qualcomm Technologies, Inc ATOLL-AB	1	8	3,475	1,590	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5123	Qualcomm Technologies, Inc BENGAL	1	8	2,444	882	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5124	Qualcomm Technologies, Inc BENGAL-IOT	1	8	1,912	727	NA	NA	May 2022	Unknown	Mobile/Embedded
5125	Qualcomm Technologies, Inc BENGALP	1	8	2,614	940	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5126	Qualcomm Technologies, Inc BENGALP-IOT	1	8	3,127	968	NA	NA	Mar 2023	Unknown	Mobile/Embedded
5127	Qualcomm Technologies, Inc KHAJE	1	8	3,405	1,149	NA	NA	Feb 2022	Unknown	Mobile/Embedded
5128	Qualcomm Technologies, Inc KONA	1	8	5,662	2,336	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5129	Qualcomm Technologies, Inc KONA-IOT	1	8	6,282	2,510	NA	NA	Jul 2022	Unknown	Mobile/Embedded
5130	Qualcomm Technologies, Inc LAGOON	1	8	3,418	1,640	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5131	Qualcomm Technologies, Inc LITO	1	8	3,337	1,568	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5132	Qualcomm Technologies, Inc MSM8216	1	4	292	155	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5133	Qualcomm Technologies, Inc MSM8909	1	4	291	191	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5134	Qualcomm Technologies, Inc MSM8916	1	4	404	252	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5135	Qualcomm Technologies, Inc MSM8917	1	4	527	312	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5136	Qualcomm Technologies, Inc MSM8920	1	4	487	298	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5137	Qualcomm Technologies, Inc MSM8929	1	8	560	252	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5138	Qualcomm Technologies, Inc MSM8937	1	8	1,099	377	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5139	Qualcomm Technologies, Inc MSM8939	1	8	959	352	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5140	Qualcomm Technologies, Inc MSM8952	1	8	907	362	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5141	Qualcomm Technologies, Inc MSM8953	1	8	1,819	531	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5142	Qualcomm Technologies, Inc MSM8956	1	6	1,515	744	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5143	Qualcomm Technologies, Inc MSM8976	1	8	1,788	719	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5144	Qualcomm Technologies, Inc MSM8976SG	1	8	2,057	746	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5145	Qualcomm Technologies, Inc MSM8992	1	6	878	552	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5146	Qualcomm Technologies, Inc MSM8994	1	8	1,076	521	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5147	Qualcomm Technologies, Inc MSM8996	1	4	1,421	857	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5148	Qualcomm Technologies, Inc MSM8996pro	1	4	1,568	808	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5149	Qualcomm Technologies, Inc MSM8998	1	8	2,826	1,046	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5150	Qualcomm Technologies, Inc QCM2150	1	4	409	295	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5151	Qualcomm Technologies, Inc QCM6125	1	8	2,775	979	NA	NA	Jan 2023	Unknown	Mobile/Embedded
5152	Qualcomm Technologies, Inc QCS610	1	8	1,949	1,407	NA	NA	Mar 2023	Unknown	Mobile/Embedded
5153	Qualcomm Technologies, Inc QM215	1	4	454	308	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5154	Qualcomm Technologies, Inc SA8195P	1	8	6,554	1,741	NA	NA	May 2022	Unknown	Mobile/Embedded
5155	Qualcomm Technologies, Inc SCUBAIIOT	1	4	926	462	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5156	Qualcomm Technologies, Inc SCUBAPIIOT	1	4	1,123	522	NA	NA	Sep 2022	Unknown	Mobile/Embedded
5157	Qualcomm Technologies, Inc SDA429W	1	4	715	516	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5158	Qualcomm Technologies, Inc SDA450	1	8	1,518	469	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5159	Qualcomm Technologies, Inc SDA660	1	8	2,853	984	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5160	Qualcomm Technologies, Inc SDM429	1	4	1,009	547	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5161	Qualcomm Technologies, Inc SDM439	1	8	1,476	516	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5162	Qualcomm Technologies, Inc SDM450	1	8	1,347	429	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5163	Qualcomm Technologies, Inc SDM460	1	8	2,041	743	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5164	Qualcomm Technologies, Inc SDM630	1	8	1,921	607	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5165	Qualcomm Technologies, Inc SDM632	1	8	2,096	772	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5166	Qualcomm Technologies, Inc SDM636	1	8	2,184	816	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5167	Qualcomm Technologies, Inc SDM660	1	8	2,431	965	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5168	Qualcomm Technologies, Inc SDM662	1	8	2,237	938	NA	NA	May 2021	Unknown	Mobile/Embedded
5169	Qualcomm Technologies, Inc SDM665	1	8	2,381	899	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5170	Qualcomm Technologies, Inc SDM670	1	8	2,551	1,098	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5171	Qualcomm Technologies, Inc SDM710	1	8	2,701	1,179	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5172	Qualcomm Technologies, Inc SDM712	1	8	2,581	1,218	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5173	Qualcomm Technologies, Inc SDM720G	1	8	3,285	1,620	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5174	Qualcomm Technologies, Inc SDM730G AIE	1	8	3,384	1,463	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5175	Qualcomm Technologies, Inc SDM750G	1	8	4,350	1,869	NA	NA	Nov 2022	Unknown	Mobile/Embedded
5176	Qualcomm Technologies, Inc SDM765G 5G	1	8	3,425	1,638	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5177	Qualcomm Technologies, Inc SDM778G	1	8	5,553	2,070	NA	NA	Sep 2021	Unknown	Mobile/Embedded
5178	Qualcomm Technologies, Inc SDM845	1	8	3,372	1,345	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5179	Qualcomm Technologies, Inc SDMMAGPIE	1	8	3,159	1,435	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5180	Qualcomm Technologies, Inc SDMMAGPIEP	1	8	3,523	1,523	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5181	Qualcomm Technologies, Inc SM4250	1	8	2,120	733	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5182	Qualcomm Technologies, Inc SM4350	1	8	3,087	1,348	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5183	Qualcomm Technologies, Inc SM6125	1	8	2,266	881	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5184	Qualcomm Technologies, Inc SM6150	1	8	2,931	1,283	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5185	Qualcomm Technologies, Inc SM6225	1	8	2,692	1,067	NA	NA	Jan 2022	Unknown	Mobile/Embedded
5186	Qualcomm Technologies, Inc SM6375	1	8	4,266	1,889	NA	NA	Apr 2022	Unknown	Mobile/Embedded
5187	Qualcomm Technologies, Inc SM7125	1	8	3,365	1,581	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5188	Qualcomm Technologies, Inc SM7150	1	8	3,264	1,415	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5189	Qualcomm Technologies, Inc SM7225	1	8	3,390	1,768	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5190	Qualcomm Technologies, Inc SM7250	1	8	3,459	1,557	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5191	Qualcomm Technologies, Inc SM7325	1	8	6,431	2,170	NA	NA	Mar 2023	Unknown	Mobile/Embedded
5192	Qualcomm Technologies, Inc SM8150	1	8	4,593	1,773	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5193	Qualcomm Technologies, Inc SM8150_Plus	1	8	4,212	1,523	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5194	Qualcomm Technologies, Inc SM8150P	1	8	4,495	1,914	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5195	Qualcomm Technologies, Inc SM8250	1	8	5,857	2,243	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5196	Qualcomm Technologies, Inc SM8250_AC	1	8	6,416	2,621	NA	NA	Oct 2021	Unknown	Mobile/Embedded
5197	Qualcomm Technologies, Inc SM8350	1	8	6,117	2,163	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5198	Qualcomm Technologies, Inc SM8350AC	1	8	6,588	2,758	NA	NA	Oct 2021	Unknown	Mobile/Embedded
5199	Qualcomm Technologies, Inc TRINKET	1	8	2,449	901	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5200	Qualcomm Technologies, Inc TRINKET-IOT	1	8	3,230	966	NA	NA	May 2023	Unknown	Mobile/Embedded
5201	Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP	1	8	1,426	404	NA	NA	Mar 2022	Unknown	Mobile/Embedded
5202	redwood based Qualcomm Technologies, Inc. SM7325	1	8	6,448	2,150	NA	NA	Mar 2023	Unknown	Mobile/Embedded
5203	Renoir based on Qualcomm Technologies, Inc SM7350	1	8	4,869	1,815	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5204	RK30board	1	4	198	226	NA	NA	Nov 2022	Unknown	Mobile/Embedded
5205	rk3399	1	6	2,046	841	NA	NA	Sep 2024	Unknown	Mobile/Embedded
5206	rk3566	1	4	595	460	NA	NA	Jun 2023	Unknown	Mobile/Embedded
5207	ROC-RK3568-PC HDMI (Android)	1	4	1,197	551	NA	NA	Feb 2022	Unknown	Mobile/Embedded
5208	Rockchip (Device Tree)	1	4	666	487	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5209	Rockchip RK	1	8	1,246	654	NA	NA	Sep 2021	Unknown	Mobile/Embedded
5210	Rockchip RK3229	1	4	244	165	NA	NA	Mar 2021	Unknown	Mobile/Embedded
5211	Rockchip RK3288	1	4	708	766	NA	NA	May 2021	Unknown	Mobile/Embedded
5212	Rockchip RK3288 (Flattened Device Tree)	1	4	508	403	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5213	Rockchip RK3326	1	4	422	272	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5214	Rockchip rk3326 863 rkisp1 board	1	4	365	300	NA	NA	Aug 2022	Unknown	Mobile/Embedded
5215	Rockchip rk3326 evb board	1	4	463	335	NA	NA	Jan 2023	Unknown	Mobile/Embedded
5216	Rockchip RK3328	1	4	319	204	NA	NA	Apr 2021	Unknown	Mobile/Embedded
5217	Rockchip RK3328 box liantong avb	1	4	491	239	NA	NA	Jun 2022	Unknown	Mobile/Embedded
5218	Rockchip RK3368	1	8	827	329	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5219	Rockchip RK3399	1	8	2,925	979	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5220	Rockchip RK3399 Board (Android)	1	6	1,456	810	NA	NA	Mar 2023	Unknown	Mobile/Embedded
5221	Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android	1	6	1,862	832	NA	NA	Sep 2023	Unknown	Mobile/Embedded
5222	Rockchip RK3399 Excavator Board edp avb (Android)	1	6	1,533	839	NA	NA	Jan 2023	Unknown	Mobile/Embedded
5223	Rockchip RK3528 DEMO4 DDR4 V10 Board	1	4	888	435	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5224	Rockchip RK3562	1	4	1,055	521	NA	NA	Sep 2023	Unknown	Mobile/Embedded
5225	Rockchip RK3566	1	4	980	522	NA	NA	May 2023	Unknown	Mobile/Embedded
5226	Rockchip RK3566 BOX DEMO V10 ANDROID Board	1	4	1,079	518	NA	NA	Feb 2022	Unknown	Mobile/Embedded
5227	Rockchip RK3566 EVB1 DDR4 V10 Board	1	4	751	466	NA	NA	Nov 2021	Unknown	Mobile/Embedded
5228	Rockchip RK3566 EVB2 LP4X V10 Board	1	4	951	480	NA	NA	Nov 2021	Unknown	Mobile/Embedded
5229	Rockchip RK3566 EVB3 DDR3 V10 Board	1	4	994	498	NA	NA	May 2022	Unknown	Mobile/Embedded
5230	Rockchip RK3566 HD15 Board	1	4	1,160	546	NA	NA	Sep 2024	Unknown	Mobile/Embedded
5231	Rockchip RK3566 RK817 TABLET LP4X Board	1	4	1,010	492	NA	NA	Dec 2021	Unknown	Mobile/Embedded
5232	Rockchip RK3566 RK817 TABLET RKG11 LP4 Board	1	8	686	314	NA	NA	Dec 2022	Unknown	Mobile/Embedded
5233	Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board	1	4	795	508	NA	NA	Oct 2021	Unknown	Mobile/Embedded
5234	Rockchip RK3568 EVB1 DDR4 V10 Board	1	4	1,084	498	NA	NA	Apr 2022	Unknown	Mobile/Embedded
5235	Rockchip RK3568 EVB2 LP4X V10 Board	1	4	895	518	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5236	Rockchip RK3568 EVB7 DDR4 V10 Board	1	4	1,106	508	NA	NA	Aug 2023	Unknown	Mobile/Embedded
5237	Rockchip RK3576	1	8	3,885	1,050	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5238	Rockchip RK3588	1	8	4,424	1,447	NA	NA	Jun 2022	Unknown	Mobile/Embedded
5239	rockchip,rk3328	1	4	761	356	NA	NA	Feb 2022	Unknown	Mobile/Embedded
5240	rockchip,rk3368	1	8	870	347	NA	NA	Sep 2021	Unknown	Mobile/Embedded
5241	Samsung "Exynos 9610"	1	8	3,168	1,012	NA	NA	Jan 2024	Unknown	Mobile/Embedded
5242	Samsung A04S EUR OPEN REV03C board based on EXYNOS	1	8	2,452	688	NA	NA	Dec 2022	Unknown	Mobile/Embedded
5243	Samsung A13 EUR OPEN REV02B board based on EXYNOS8	1	8	1,230	470	NA	NA	May 2022	Unknown	Mobile/Embedded
5244	Samsung A13 USA SINGLE REV02B board based on EXYNO	1	8	1,528	459	NA	NA	Jul 2022	Unknown	Mobile/Embedded
5245	SAMSUNG EXPRESS2	1	2	233	239	NA	NA	Aug 2024	Unknown	Mobile/Embedded
5246	Samsung Exynos	1	8	2,423	868	NA	NA	Jul 2023	Unknown	Mobile/Embedded
5247	Samsung Exynos 2100	1	8	5,476	2,008	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5248	Samsung Exynos 7420	1	8	2,164	833	NA	NA	Jul 2021	Unknown	Mobile/Embedded
5249	Samsung Exynos 7570	1	4	468	306	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5250	Samsung Exynos 7580	1	8	878	308	NA	NA	Jun 2021	Unknown	Mobile/Embedded
5251	Samsung Exynos 7870	1	8	1,028	338	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5252	Samsung Exynos 7880	1	8	1,805	467	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5253	Samsung Exynos 7884	1	8	1,569	649	NA	NA	May 2021	Unknown	Mobile/Embedded
5254	Samsung Exynos 7885	1	8	1,835	864	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5255	Samsung Exynos 7904	1	8	1,835	755	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5256	Samsung Exynos 850	1	8	2,092	594	NA	NA	May 2023	Unknown	Mobile/Embedded
5257	Samsung Exynos 8890	1	8	2,596	931	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5258	Samsung Exynos 8895	1	8	3,142	990	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5259	Samsung Exynos 9610	1	8	2,261	954	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5260	Samsung Exynos 9611	1	8	2,578	992	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5261	Samsung Exynos 980	1	8	4,584	1,871	NA	NA	May 2023	Unknown	Mobile/Embedded
5262	Samsung Exynos 9810	1	8	3,757	1,303	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5263	Samsung Exynos 9820	1	8	3,933	1,660	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5264	Samsung Exynos 9825	1	8	3,819	1,602	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5265	Samsung Exynos 990	1	8	6,128	1,801	NA	NA	Apr 2023	Unknown	Mobile/Embedded
5266	Samsung EXYNOS5420	1	4	693	464	NA	NA	Jan 2021	Unknown	Mobile/Embedded
5267	Samsung EXYNOS5430	1	8	1,380	595	NA	NA	Jan 2024	Unknown	Mobile/Embedded
5268	Samsung EXYNOS5433	1	8	1,178	514	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5269	SAMSUNG Exynos7420	1	8	2,047	717	NA	NA	Feb 2021	Unknown	Mobile/Embedded
5270	SAMSUNG Exynos7580	1	8	910	271	NA	NA	Feb 2021	Unknown	Mobile/Embedded
