	CPU Name	No. Sockets	Cores	CPU Mark	Thread Mark	TDP (W)	Power Performance	Test Date	Socket	Category
289	AMD Athlon II X2 260u	1	2	713	716	25	28.51	Dec 2010	AM3	Desktop
290	AMD Athlon II X2 265	1	2	1,267	1,336	65	19.49	Nov 2010	AM3	Desktop
291	AMD Athlon II X2 270	1	2	1,301	1,360	65	20.01	Aug 2011	AM3	Desktop
292	AMD Athlon II X2 270u	1	2	675	791	25	27.02	Nov 2010	AM3	Desktop
293	AMD Athlon II X2 280	1	2	1,355	1,462	65	20.84	Mar 2013	AM3	Desktop
294	AMD Athlon II X2 4300e	1	2	990	1,074	13	76.18	Jan 2012	Unknown	Desktop
295	AMD Athlon II X2 4400e	1	2	944	1,063	37	25.50	Sep 2009	Unknown	Desktop
296	AMD Athlon II X2 4450e	1	2	867	1,066	45	19.27	Sep 2010	AM2	Desktop
297	AMD Athlon II X2 B22	1	2	1,053	1,129	65	16.20	Jan 2010	AM3	Desktop
298	AMD Athlon II X2 B24	1	2	1,120	1,206	65	17.23	Mar 2010	AM3	Desktop
299	AMD Athlon II X2 B26	1	2	1,206	1,266	65	18.56	Sep 2011	Unknown	Unknown
300	AMD Athlon II X2 B28	1	2	1,269	1,350	65	19.53	Jul 2012	AM3	Desktop
301	AMD Athlon II X3 400e	1	3	1,320	908	45	29.34	Dec 2009	AM3	Desktop
302	AMD Athlon II X3 405e	1	3	1,331	973	45	29.58	Mar 2010	AM3	Desktop
303	AMD Athlon II X3 415e	1	3	1,441	1,028	45	32.02	Oct 2010	AM3	Desktop
304	AMD Athlon II X3 420e	1	3	1,557	1,058	45	34.60	Jun 2011	AM3	Desktop
305	AMD Athlon II X3 425	1	3	1,576	1,084	95	16.59	Aug 2009	AM3	Desktop
306	AMD Athlon II X3 435	1	3	1,630	1,166	95	17.16	Nov 2009	AM3	Desktop
307	AMD Athlon II X3 440	1	3	1,712	1,194	95	18.02	Feb 2010	AM3	Desktop
308	AMD Athlon II X3 445	1	3	1,823	1,274	95	19.19	Jul 2010	AM3	Desktop
309	AMD Athlon II X3 450	1	3	1,847	1,301	95	19.44	Nov 2010	AM3	Desktop
310	AMD Athlon II X3 455	1	3	1,879	1,332	95	19.78	Dec 2010	AM3	Desktop
311	AMD Athlon II X3 460	1	3	2,008	1,395	95	21.14	Aug 2011	AM3	Desktop
312	AMD Athlon II X4 553	1	4	2,418	1,204	NA	NA	Jan 2011	Unknown	Desktop
313	AMD Athlon II X4 555	1	4	2,526	1,244	NA	NA	Dec 2010	Unknown	Desktop
314	AMD Athlon II X4 557	1	4	2,567	1,345	160	16.04	Jul 2021	AM3	Desktop
315	AMD Athlon II X4 559	1	4	2,602	1,399	NA	NA	Sep 2013	Unknown	Desktop
316	AMD Athlon II X4 600e	1	4	1,795	913	45	39.88	Dec 2009	AM3	Desktop
317	AMD Athlon II X4 605e	1	4	1,963	986	45	43.62	Dec 2009	AM3	Desktop
318	AMD Athlon II X4 610e	1	4	1,964	1,037	45	43.65	Aug 2010	AM3	Desktop
319	AMD Athlon II X4 615e	1	4	2,000	1,037	45	44.45	Dec 2010	AM3	Desktop
320	AMD Athlon II X4 620	1	4	2,018	1,062	95	21.24	Sep 2009	AM3	Desktop
321	AMD Athlon II X4 630	1	4	2,153	1,129	95	22.67	Aug 2009	AM3	Desktop
322	AMD Athlon II X4 631 Quad-Core	1	4	2,122	1,115	100	21.22	Sep 2011	FM1	Desktop
323	AMD Athlon II X4 635	1	4	2,237	1,168	95	23.55	Feb 2010	AM3	Desktop
324	AMD Athlon II X4 638 Quad-Core	1	4	2,250	1,163	65	34.61	Apr 2015	FM1	Desktop
325	AMD Athlon II X4 640	1	4	2,245	1,212	95	23.63	Jun 2010	AM3	Desktop
326	AMD Athlon II X4 641 Quad-Core	1	4	2,313	1,189	100	23.13	Mar 2012	FM1	Desktop
327	AMD Athlon II X4 645	1	4	2,348	1,256	95	24.72	Oct 2010	AM3	Desktop
328	AMD Athlon II X4 650	1	4	2,426	1,305	95	25.54	Aug 2011	Unknown	Desktop
329	AMD Athlon II X4 651 Quad-Core	1	4	2,500	1,287	100	25.00	Feb 2012	FM1	Desktop
330	AMD Athlon II X4 655	1	4	2,078	1,473	95	21.87	Jan 2014	AM2+ (940-pin)	Desktop
331	AMD Athlon L110	1	1	197	223	13	15.17	Jul 2009	Unknown	Unknown
332	AMD Athlon LE-1600	1	1	412	430	45	9.16	Mar 2009	AM2	Desktop
333	AMD Athlon LE-1620	1	1	421	475	45	9.36	Mar 2009	AM2	Desktop
334	AMD Athlon LE-1640	1	1	430	489	45	9.55	Feb 2009	AM2	Desktop
335	AMD Athlon LE-1660	1	1	416	428	45	9.25	Apr 2009	AM2	Desktop
336	AMD Athlon Neo MV-40	1	1	275	485	15	18.34	Apr 2009	Unknown	Unknown
337	AMD Athlon Neo X2 Dual Core 6850e	1	2	456	566	22	20.72	Nov 2009	Unknown	Unknown
338	AMD Athlon Neo X2 Dual Core L325	1	2	556	567	18	30.89	Jan 2010	Unknown	Unknown
339	AMD Athlon Neo X2 Dual Core L335	1	2	529	570	18	29.36	Aug 2009	Unknown	Unknown
340	AMD Athlon PRO 200GE	1	2	3,693	1,736	35	105.50	May 2018	AM4	Desktop
341	AMD Athlon PRO 300GE	1	2	4,308	1,911	35	123.10	Oct 2019	AM4	Desktop
342	AMD Athlon PRO 300U	1	2	4,080	1,931	15	272.01	Mar 2023	FP5	Laptop
343	AMD Athlon PRO 3045B	1	2	2,618	1,493	15	174.51	Feb 2023	FP5	Laptop
344	AMD Athlon Silver 3050C	1	2	2,879	1,809	15	191.92	Jul 2022	FP5	Laptop
345	AMD Athlon Silver 3050e	1	2	2,952	1,448	6	492.04	Nov 2020	Unknown	Laptop
346	AMD Athlon Silver 3050GE	1	2	4,545	2,016	35	129.87	Feb 2021	AM4	Laptop
347	AMD Athlon Silver 3050U	1	2	2,993	1,705	15	199.55	May 2020	FP5	Laptop
348	AMD Athlon Silver 7120U	1	2	3,155	1,946	15	210.35	Jun 2023	FP6	Laptop
349	AMD Athlon Silver PRO 3125GE	1	2	4,633	2,074	35	132.37	Jul 2020	AM4	Desktop
350	AMD Athlon TF-20	1	1	265	454	15	17.67	Jun 2009	Unknown	Unknown
351	AMD Athlon TF-36	1	1	338	349	25	13.53	May 2010	Unknown	Unknown
352	AMD Athlon X2 215	1	2	996	1,107	65	15.33	Nov 2010	Unknown	Unknown
353	AMD Athlon X2 240	1	2	921	1,017	65	14.17	Aug 2009	Unknown	Unknown
354	AMD Athlon X2 240e	1	2	1,015	1,092	45	22.56	Jul 2011	Unknown	Unknown
355	AMD Athlon X2 250	1	2	855	1,099	65	13.15	Jun 2009	Unknown	Unknown
356	AMD Athlon X2 255	1	2	938	1,095	65	14.43	Jan 2012	AM2+/AM3	Unknown
357	AMD Athlon X2 280	1	2	1,327	1,258	65	20.42	Mar 2014	AM3	Unknown
358	AMD Athlon X2 340 Dual Core	1	2	1,307	1,296	65	20.11	Jul 2013	FM2	Desktop
359	AMD Athlon X2 370K Dual Core	1	1	1,504	1,514	65	23.14	Nov 2013	Unknown	Unknown
360	AMD Athlon X2 450	1	2	1,295	878	65	19.92	Jul 2022	FM2+	Desktop
361	AMD Athlon X2 Dual Core 3250e	1	2	357	458	22	16.23	Oct 2009	Unknown	Unknown
362	AMD Athlon X2 Dual Core 6850e	1	2	564	623	22	25.65	Jul 2010	Unknown	Unknown
363	AMD Athlon X2 Dual Core BE-2300	1	2	570	644	45	12.67	Feb 2009	AM2	Desktop
364	AMD Athlon X2 Dual Core BE-2350	1	2	591	705	45	13.14	Mar 2009	AM2	Desktop
365	AMD Athlon X2 Dual Core BE-2400	1	2	674	749	18	37.44	Mar 2009	FT1	Desktop
366	AMD Athlon X2 Dual Core L310	1	2	329	395	13	25.29	Oct 2009	S1	Laptop
367	AMD Athlon X3 425	1	3	1,516	845	95	15.96	Feb 2010	Unknown	Unknown
368	AMD Athlon X3 435	1	3	1,781	1,192	95	18.75	Dec 2009	Unknown	Unknown
369	AMD Athlon X3 440	1	3	1,438	1,129	95	15.14	Mar 2010	Unknown	Unknown
370	AMD Athlon X3 445	1	3	1,626	1,270	95	17.11	Oct 2011	Unknown	Unknown
371	AMD Athlon X3 455	1	3	1,783	1,227	95	18.77	Oct 2012	AM2+/AM3	Unknown
372	AMD Athlon X4 530	1	4	1,786	690	25	71.42	Mar 2021	AM1	Desktop
373	AMD Athlon X4 620	1	4	1,810	1,033	95	19.06	Oct 2009	Unknown	Unknown
374	AMD Athlon X4 640	1	4	2,115	1,224	95	22.26	Sep 2010	Unknown	Unknown
375	AMD Athlon X4 730	1	2	2,278	937	65	35.05	Feb 2022	FM2	Desktop
376	AMD Athlon X4 740 Quad Core	1	2	2,626	1,355	65	40.41	Nov 2012	FM2	Desktop
377	AMD Athlon X4 750 Quad Core	1	4	2,625	1,497	65	40.38	Mar 2015	FM2	Desktop
378	AMD Athlon X4 750K Quad Core	1	2	2,861	1,465	100	28.61	Nov 2012	FM2	Unknown
379	AMD Athlon X4 760K Quad Core	1	2	2,951	1,526	100	29.51	Aug 2013	FM2	Desktop
380	AMD Athlon X4 830	1	2	2,901	1,292	65	44.63	Feb 2018	FM2+	Desktop
381	AMD Athlon X4 840	1	2	3,321	1,487	65	51.10	Jan 2015	FM2+	Desktop
382	AMD Athlon X4 845	1	2	3,792	1,678	65	58.33	Mar 2016	FM2+	Desktop
383	AMD Athlon X4 850	1	4	3,366	1,575	65	51.78	Apr 2023	FM2+	Unknown
384	AMD Athlon X4 860K	1	2	3,432	1,528	95	36.13	Sep 2014	FM2+	Desktop
385	AMD Athlon X4 870K	1	2	3,410	1,558	95	35.89	Mar 2016	FM2+	Desktop
386	AMD Athlon X4 880K	1	2	3,659	1,633	95	38.52	Apr 2016	FM2+	Desktop
387	AMD Athlon X4 950	1	4	3,596	1,638	65	55.33	Sep 2017	AM4	Desktop
388	AMD Athlon X4 970	1	4	3,811	1,700	65	58.62	Oct 2023	AM4	Desktop
389	AMD Athlon XP 1500+	1	1	167	251	NA	NA	Mar 2009	Unknown	Unknown
390	AMD Athlon XP 1600+	1	1	174	265	NA	NA	Feb 2009	Unknown	Unknown
391	AMD Athlon XP 1700+	1	1	176	272	64	2.75	Feb 2009	Socket A (462)	Desktop
392	AMD Athlon XP 1800+	1	1	195	301	66	2.96	Mar 2009	Socket A	Desktop
393	AMD Athlon XP 1900+	1	1	203	312	NA	NA	Mar 2009	Unknown	Unknown
394	AMD Athlon XP 2000+	1	1	195	311	70	2.79	Feb 2009	Socket A	Desktop
395	AMD Athlon XP 2100+	1	1	210	327	NA	NA	Feb 2009	Unknown	Unknown
396	AMD Athlon XP 2200+	1	1	214	335	NA	NA	Feb 2009	Unknown	Unknown
397	AMD Athlon XP 2400+	1	1	234	375	NA	NA	Feb 2009	Unknown	Unknown
398	AMD Athlon XP 2500+	1	1	231	353	NA	NA	Dec 2008	Unknown	Unknown
399	AMD Athlon XP 2600+	1	1	242	380	NA	NA	Dec 2008	Unknown	Unknown
400	AMD Athlon XP 2700+	1	1	256	398	NA	NA	Dec 2008	Unknown	Unknown
401	AMD Athlon XP 2800+	1	1	260	408	89	2.93	Jan 2009	754	Unknown
402	AMD Athlon XP 2900+	1	1	276	410	NA	NA	Apr 2009	Unknown	Unknown
403	AMD Athlon XP 3000+	1	1	262	396	62	4.22	Mar 2009	Socket A	Desktop
404	AMD Athlon XP 3100+	1	1	282	431	NA	NA	Apr 2009	Unknown	Unknown
405	AMD Athlon XP 3200+	1	1	281	430	62	4.53	Dec 2008	AM2	Unknown
406	AMD Athlon XP1600+	1	1	183	272	NA	NA	Nov 2009	Unknown	Unknown
407	AMD Athlon XP2400+	1	1	243	390	NA	NA	Sep 2009	Unknown	Unknown
408	AMD Athlon64 X2 Dual Core 4600+	1	2	803	755	110	7.30	May 2009	AM2	Desktop
409	AMD C-30	1	1	178	375	9	19.83	May 2011	FT1	Laptop
410	AMD C-50	1	2	265	312	9	29.47	Jan 2011	FT1	Laptop
411	AMD C-60	1	2	290	354	9	32.21	Oct 2011	Unknown	Unknown
412	AMD C-60 APU	1	2	316	357	9	35.06	Aug 2011	Unknown	Laptop, Mobile/Embedded
413	AMD C-70 APU	1	2	315	364	9	34.98	Dec 2012	Unknown	Laptop, Mobile/Embedded
414	AMD Custom APU 0932	1	4	9,180	2,240	15	612.03	Jul 2024	Unknown	Mobile/Embedded
415	AMD E-240	1	1	195	403	18	10.86	Feb 2011	FT1	Laptop
416	AMD E-300 APU	1	2	339	394	18	18.84	Oct 2011	FT1	Laptop
417	AMD E-350	1	2	421	485	18	23.38	Jan 2011	FT1	Desktop, Laptop
418	AMD E-350 APU	1	2	423	490	18	23.48	Oct 2012	FT1 BGA	Desktop, Laptop
419	AMD E-350D APU	1	2	486	523	18	26.98	Mar 2013	Unknown	Laptop, Mobile/Embedded
420	AMD E-450 APU	1	2	437	499	18	24.28	Aug 2011	FT1	Laptop
421	AMD E1 Micro-6200T APU	1	2	600	498	3.95	151.92	Oct 2014	FT3b	Laptop
422	AMD E1-1200 APU	1	2	380	430	18	21.10	Aug 2012	FT1	Laptop
423	AMD E1-1500 APU	1	2	398	458	18	22.10	Mar 2013	FT1	Laptop
424	AMD E1-2100 APU	1	2	405	322	9	44.95	Jul 2013	FT3	Laptop
425	AMD E1-2200 APU	1	2	474	368	9	52.63	Oct 2014	FT3	Laptop
426	AMD E1-2500 APU	1	2	591	453	15	39.39	Sep 2013	FT3	Laptop
427	AMD E1-6010 APU	1	2	535	425	10	53.50	Jul 2014	FT3b	Laptop
428	AMD E1-6015 APU	1	2	571	448	NA	NA	Jul 2015	BGA769 (FT3b)	Laptop
429	AMD E1-6050J APU	1	2	1,385	787	10	138.50	Mar 2016	Unknown	Unknown
430	AMD E1-7010 APU	1	2	592	484	10	59.24	Jun 2016	BGA769 (FT3b)	Laptop
431	AMD E2-1800 APU	1	2	447	525	18	24.83	Jun 2012	FT1	Desktop
432	AMD E2-2000 APU	1	2	496	538	18	27.58	Mar 2013	BGA413,FT1	Laptop
433	AMD E2-3000 APU	1	2	726	547	15	48.37	Feb 2014	FT3	Laptop
434	AMD E2-3000M APU	1	2	668	731	35	19.08	Sep 2011	FS1	Laptop
435	AMD E2-3200 APU	1	2	968	971	65	14.89	Dec 2011	FM1	Desktop
436	AMD E2-3800 APU	1	4	1,152	436	15	76.81	Feb 2014	FT3	Laptop
437	AMD E2-6110 APU	1	4	1,128	474	15	75.19	Oct 2014	AM1,FT3b	Laptop
438	AMD E2-7015	1	2	637	491	NA	NA	Nov 2020	Unknown	Laptop
439	AMD E2-7015 APU	1	2	662	507	NA	NA	Feb 2020	Unknown	Laptop
440	AMD E2-7110 APU	1	4	1,515	611	15	101.03	Oct 2015	FP4 BGA	Laptop
441	AMD E2-9000	1	2	979	827	10	97.94	May 2017	Unknown	Laptop
442	AMD E2-9000e	1	2	890	753	6	148.26	Jul 2017	Unknown	Laptop
443	AMD E2-9010	1	2	1,093	909	15	72.87	Jan 2017	FP4	Laptop
444	AMD E2-9030	1	2	983	860	NA	NA	Jan 2019	BGA (FT4)	Desktop
445	AMD Embedded G-Series GX-215JJ Radeon R2E	1	2	1,064	861	10	106.43	Sep 2017	FP4	Laptop, Mobile/Embedded
446	AMD Embedded G-Series GX-224IJ Radeon R4E	1	2	1,271	1,119	15	84.73	Nov 2017	FP4	Laptop, Mobile/Embedded
447	AMD Embedded G-Series GX-420GI Radeon R7E	1	4	1,587	834	16.1	98.59	Sep 2017	FP4	Laptop, Mobile/Embedded
448	AMD Embedded R-Series RX-216GD	1	2	1,628	1,313	15	108.54	May 2017	BGA (FP4)	Laptop, Mobile/Embedded
449	AMD Embedded R-Series RX-418GD Radeon R6	1	4	3,426	1,467	35	97.87	Mar 2018	FP4	Laptop, Mobile/Embedded
450	AMD Embedded R-Series RX-421BD	1	4	3,302	1,477	35	94.34	Nov 2015	BGA (FP4)	Laptop, Mobile/Embedded
451	AMD Embedded R-Series RX-421ND	1	4	3,024	1,337	35	86.41	Jun 2022	FP4	Mobile/Embedded
452	AMD EPYC 3101 4-Core	1	4	6,050	1,787	NA	NA	Dec 2021	Unknown	Unknown
453	AMD EPYC 3151	1	4	8,376	1,883	45	186.14	Feb 2023	SP4r2	Server
454	AMD EPYC 3201	1	8	8,672	1,564	30	289.08	Jun 2019	SP4r2	Server
455	AMD EPYC 3251	1	8	13,912	1,881	50	278.24	Oct 2019	SP4r2	Server
456	AMD EPYC 3451	1	16	19,532	1,700	NA	NA	Apr 2023	Unknown	Server
457	AMD EPYC 4124P	1	4	18,637	3,901	65	286.72	Jul 2024	AM5	Server
458	AMD EPYC 4244P	1	6	27,446	3,960	65	422.25	May 2024	AM5	Server
459	AMD EPYC 4344P	1	8	35,191	4,094	65	541.41	May 2024	AM5	Server
460	AMD EPYC 4364P	1	8	36,124	4,246	105	344.04	May 2024	AM5	Server
461	AMD EPYC 4464P	1	12	48,793	4,124	NA	NA	May 2024	AM5	Server
462	AMD EPYC 4484PX	1	12	51,115	4,251	120	425.96	May 2024	AM5	Server
463	AMD EPYC 4564P	1	16	62,058	4,309	170	365.05	May 2024	AM5	Server
464	AMD EPYC 4584PX	1	16	62,120	4,181	120	517.67	May 2024	AM5	Server
465	AMD EPYC 7232P	1	8	17,731	1,767	120	147.76	May 2020	SP3	Server
466	AMD EPYC 7251	1	8	14,935	1,671	120	124.46	Feb 2018	SP3	Server
467	AMD EPYC 7252	1	8	19,411	2,020	120	161.76	May 2021	SP3	Server
468	[Dual CPU] AMD EPYC 7252	2	8	34,911	2,095	120	NA	May 2021	SP3	Server
469	AMD EPYC 7262	1	8	20,779	2,041	155	134.06	Dec 2019	SP3	Server
470	[Dual CPU] AMD EPYC 7262	2	8	34,227	2,023	155	NA	Dec 2019	SP3	Server
471	AMD EPYC 7272	1	12	25,568	1,948	120	213.07	May 2020	SP3	Server
472	[Dual CPU] AMD EPYC 7272	2	12	44,270	2,019	120	NA	May 2020	SP3	Server
473	AMD EPYC 7281	1	16	21,621	1,626	155	139.49	Nov 2017	SP3	Server
474	AMD EPYC 7282	1	16	30,128	1,899	120	251.07	Dec 2019	SP3	Server
475	[Dual CPU] AMD EPYC 7282	2	16	52,611	2,041	120	NA	Dec 2019	SP3	Server
476	AMD EPYC 72F3	1	8	27,252	3,070	180	151.40	Dec 2021	SP3	Server
477	[Dual CPU] AMD EPYC 72F3	2	8	50,017	3,034	180	NA	Dec 2021	SP3	Server
478	AMD EPYC 7301	1	16	14,991	1,363	155	96.72	Apr 2019	SP3	Server
479	[Dual CPU] AMD EPYC 7301	2	16	34,148	1,654	155	NA	Apr 2019	SP3	Server
480	AMD EPYC 7302	1	16	33,106	2,019	155	213.59	Jan 2020	SP3	Server
481	[Dual CPU] AMD EPYC 7302	2	16	51,405	1,936	155	NA	Jan 2020	SP3	Server
482	AMD EPYC 7302P	1	16	32,740	1,881	155	211.23	Nov 2019	SP3	Server
483	AMD EPYC 7303	1	16	28,572	1,460	130	219.78	Jul 2024	SP3	Server
484	AMD EPYC 7313	1	16	39,091	2,417	155	252.20	Jul 2021	SP3	Server
485	[Dual CPU] AMD EPYC 7313	2	16	67,180	2,626	155	NA	Jul 2021	SP3	Server
486	AMD EPYC 7313P	1	16	41,657	2,685	155	268.75	Jun 2021	SP3	Server
487	AMD EPYC 7343	1	16	43,368	2,703	190	228.25	Jun 2021	SP3	Server
488	[Dual CPU] AMD EPYC 7343	2	16	73,934	2,806	190	NA	Jun 2021	SP3	Server
489	AMD EPYC 7351	1	16	23,566	1,821	155	152.04	Mar 2019	SP3	Server
490	[Dual CPU] AMD EPYC 7351	2	16	25,431	1,747	155	NA	Mar 2019	SP3	Server
491	AMD EPYC 7351P	1	16	25,657	1,788	155	165.53	Nov 2017	SP3	Server
492	AMD EPYC 7352	1	24	40,096	1,969	155	258.69	Aug 2021	SP3	Server
493	[Dual CPU] AMD EPYC 7352	2	24	65,921	2,040	155	NA	Aug 2021	SP3	Server
494	AMD EPYC 7371	1	16	31,094	2,377	NA	NA	Jan 2019	SP3	Server
495	[Dual CPU] AMD EPYC 7371	2	16	54,894	2,320	NA	NA	Jan 2019	SP3	Server
496	[Dual CPU] AMD EPYC 7373X	2	16	74,709	2,761	240	NA	Jun 2024	SP3	Server
497	AMD EPYC 73F3	1	16	46,103	2,883	240	192.09	Jun 2021	SP3	Server
498	[Dual CPU] AMD EPYC 73F3	2	16	72,363	2,831	240	NA	Jun 2021	SP3	Server
499	[Dual CPU] AMD EPYC 7401	2	24	55,280	1,850	155	NA	Nov 2017	SP3	Server
500	AMD EPYC 7401P	1	24	28,546	1,731	155	184.16	Nov 2017	SP3	Server
501	AMD EPYC 7402	1	24	45,873	2,125	180	254.85	May 2020	SP3	Server
502	[Dual CPU] AMD EPYC 7402	2	24	63,999	1,980	180	NA	May 2020	SP3	Server
503	AMD EPYC 7402P	1	24	44,068	2,028	180	244.82	Oct 2019	SP3	Server
504	AMD EPYC 7413	1	24	50,223	2,365	180	279.01	May 2021	SP3	Server
505	[Dual CPU] AMD EPYC 7413	2	24	74,990	2,248	180	NA	May 2021	SP3	Server
506	AMD EPYC 7443	1	24	56,601	2,907	200	283.01	Jan 2022	SP3	Server
507	[Dual CPU] AMD EPYC 7443	2	24	71,156	2,380	200	NA	Jan 2022	SP3	Server
508	AMD EPYC 7443P	1	24	57,104	2,916	200	285.52	Jun 2021	SP3	Server
509	AMD EPYC 7451	1	24	25,863	1,955	180	143.69	Jan 2018	SP3	Server
510	[Dual CPU] AMD EPYC 7451	2	24	52,322	1,931	180	NA	Jan 2018	SP3	Server
511	AMD EPYC 7452	1	32	44,759	1,990	155	288.77	Nov 2019	SP3	Server
512	[Dual CPU] AMD EPYC 7452	2	32	77,746	2,160	155	NA	Nov 2019	SP3	Server
513	AMD EPYC 7453	1	28	50,575	2,522	225	224.78	Dec 2021	SP3	Server
514	[Dual CPU] AMD EPYC 7453	2	28	80,327	2,371	225	NA	Dec 2021	SP3	Server
515	AMD EPYC 7473X	1	24	59,280	2,751	240	247.00	Sep 2022	SP3	Server
516	[Dual CPU] AMD EPYC 7473X	2	24	81,282	2,201	240	NA	Sep 2022	SP3	Server
517	AMD EPYC 74F3	1	24	60,666	2,942	240	252.77	Oct 2021	SP3	Server
518	[Dual CPU] AMD EPYC 74F3	2	24	95,621	2,982	240	NA	Oct 2021	SP3	Server
519	AMD EPYC 7501	1	32	24,925	1,925	155	160.81	Dec 2017	SP3	Server
520	AMD EPYC 7502	1	32	47,983	2,021	180	266.57	Nov 2020	SP3	Server
521	[Dual CPU] AMD EPYC 7502	2	32	80,300	2,189	180	NA	Nov 2020	SP3	Server
522	AMD EPYC 7502P	1	32	50,534	2,008	180	280.75	Sep 2019	SP3	Server
523	AMD EPYC 7513	1	32	59,285	2,442	200	296.43	Jun 2021	SP3	Server
524	[Dual CPU] AMD EPYC 7513	2	32	96,409	2,730	200	NA	Jun 2021	SP3	Server
525	AMD EPYC 7532	1	32	52,612	2,051	200	263.06	Aug 2021	SP3	Server
526	[Dual CPU] AMD EPYC 7532	2	32	82,196	2,139	200	NA	Aug 2021	SP3	Server
527	AMD EPYC 7542	1	32	45,003	2,102	225	200.01	Nov 2019	SP3	Server
528	[Dual CPU] AMD EPYC 7542	2	32	73,885	2,073	225	NA	Nov 2019	SP3	Server
529	AMD EPYC 7543	1	32	58,303	2,307	240	242.93	Jun 2021	SP3	Server
530	[Dual CPU] AMD EPYC 7543	2	32	98,074	2,621	240	NA	Jun 2021	SP3	Server
531	AMD EPYC 7543P	1	32	66,687	2,741	225	296.38	Sep 2021	SP3	Server
532	AMD EPYC 7551	1	32	24,534	1,758	180	136.30	Sep 2017	SP3	Server
533	[Dual CPU] AMD EPYC 7551	2	32	57,865	1,789	180	NA	Sep 2017	SP3	Server
534	AMD EPYC 7551P	1	32	38,126	1,770	180	211.81	Mar 2018	SP3	Server
535	AMD EPYC 7552	1	48	61,282	2,163	200	306.41	Aug 2020	SP3	Server
536	[Dual CPU] AMD EPYC 7552	2	48	72,235	1,527	200	NA	Aug 2020	SP3	Server
537	AMD EPYC 7571	1	32	27,445	1,934	120	228.71	Sep 2019	SP3	Server
538	AMD EPYC 7573X	1	32	69,432	2,674	280	247.97	Aug 2022	SP3	Server
539	[Dual CPU] AMD EPYC 7573X	2	32	103,531	2,650	280	NA	Aug 2022	SP3	Server
540	AMD EPYC 75F3	1	32	68,505	2,775	280	244.66	Jun 2021	SP3	Server
541	[Dual CPU] AMD EPYC 75F3	2	32	101,429	2,664	280	NA	Jun 2021	SP3	Server
542	AMD EPYC 7601	1	32	34,079	1,890	180	189.33	Dec 2017	SP3	Server
543	[Dual CPU] AMD EPYC 7601	2	32	53,737	1,765	180	NA	Dec 2017	SP3	Server
544	AMD EPYC 7642	1	48	58,248	2,045	225	258.88	May 2021	SP3	Server
545	[Dual CPU] AMD EPYC 7642	2	48	94,050	2,140	225	NA	May 2021	SP3	Server
546	AMD EPYC 7643	1	48	76,050	2,691	225	338.00	Mar 2021	SP3	Server
547	[Dual CPU] AMD EPYC 7643	2	48	88,348	1,915	225	NA	Mar 2021	SP3	Server
548	AMD EPYC 7662	1	64	72,298	2,102	225	321.32	Apr 2021	SP3	Server
549	[Dual CPU] AMD EPYC 7662	2	64	97,178	2,089	225	NA	Apr 2021	SP3	Server
550	AMD EPYC 7663	1	56	82,087	2,606	240	342.03	Jan 2024	SP3	Server
551	AMD EPYC 7702	1	64	70,107	2,095	200	350.53	May 2020	SP3	Server
552	[Dual CPU] AMD EPYC 7702	2	64	94,529	2,102	200	NA	May 2020	SP3	Server
553	AMD EPYC 7702P	1	64	63,300	2,124	200	316.50	Sep 2019	SP3	Server
554	AMD EPYC 7713	1	64	82,666	2,637	225	367.41	Mar 2021	SP3	Server
555	[Dual CPU] AMD EPYC 7713	2	64	113,896	2,575	225	NA	Mar 2021	SP3	Server
556	AMD EPYC 7713P	1	64	81,201	2,609	225	360.89	Jan 2022	SP3	Server
557	AMD EPYC 7742	1	64	69,663	2,162	225	309.61	Sep 2019	SP3	Server
558	[Dual CPU] AMD EPYC 7742	2	64	94,081	2,046	225	NA	Sep 2019	SP3	Server
559	AMD EPYC 7763	1	64	84,706	2,528	280	302.52	Mar 2021	SP3	Server
560	[Dual CPU] AMD EPYC 7763	2	64	115,607	2,512	280	NA	Mar 2021	SP3	Server
561	AMD EPYC 7773X	1	64	91,491	2,570	280	326.75	Jun 2022	SP3	Server
562	[Dual CPU] AMD EPYC 7773X	2	64	108,504	2,437	280	NA	Jun 2022	SP3	Server
563	AMD EPYC 7B12	1	64	66,044	1,927	240	275.18	Jun 2021	SP3	Server
564	[Dual CPU] AMD EPYC 7B12	2	64	102,240	2,145	240	NA	Jun 2021	SP3	Server
565	AMD EPYC 7B13	1	60	77,460	2,564	NA	NA	Sep 2021	Unknown	Server
566	AMD EPYC 7C13	1	64	70,474	2,607	NA	NA	Jun 2024	Unknown	Server
567	AMD EPYC 7D12	1	32	43,032	1,895	85	506.26	Oct 2022	Unknown	Server
568	AMD EPYC 7F32	1	8	23,453	2,466	180	130.29	Oct 2020	SP3	Server
569	[Dual CPU] AMD EPYC 7F32	2	8	39,712	2,415	180	NA	Oct 2020	SP3	Server
570	AMD EPYC 7F52	1	16	40,251	2,471	240	167.71	Jun 2020	SP3	Server
571	[Dual CPU] AMD EPYC 7F52	2	16	64,806	2,439	240	NA	Jun 2020	SP3	Server
572	AMD EPYC 7F72	1	24	52,597	2,381	240	219.16	Jul 2020	SP3	Server
573	AMD EPYC 7H12	1	64	69,633	1,774	280	248.69	Dec 2019	SP3	Server
574	[Dual CPU] AMD EPYC 7H12	2	64	97,573	2,022	280	NA	Dec 2019	SP3	Server
