,CPU Name,Predicted CPU Mark,Actual CPU Mark,Accuracy (%)
722,Intel Core i7-14700,46209.9405,43659,73.85159010600707
723,[Quad CPU] Intel Xeon E7-8891 v4 @ 2.80GHz,44323.5225,47104,73.85159010600707
724,[Dual CPU] Intel Xeon Gold 6242 @ 2.80GHz,33542.1195,37742,73.85159010600707
725,Intel Core i7-7700 @ 3.60GHz,9054.7715,8647,73.85159010600707
726,Intel Core2 Duo E6300 @ 1.86GHz,560.347,634,73.85159010600707
727,[Dual CPU] Intel Xeon E5-2440 v2 @ 1.90GHz,13115.876,13818,73.85159010600707
728,Intel Xeon E5-2640 v3 @ 2.60GHz,7874.9865,11107,73.85159010600707
729,Intel Pentium 4 1.90GHz,158.54,104,73.85159010600707
730,Intel Celeron J4125 @ 2.00GHz,2614.944,2957,73.85159010600707
731,AMD Turion X2 Dual Core Mobile RM-76,692.185,691,73.85159010600707
732,Intel Celeron 3955U @ 2.00GHz,1883.6145,1507,73.85159010600707
733,Intel Core i5-3570 @ 3.40GHz,5204.818,4929,73.85159010600707
734,Intel Atom Z3775D @ 1.49GHz,2995.961,794,73.85159010600707
735,Athlon 64 Dual Core 5000+,1185.2005,850,73.85159010600707
736,Intel N50,6868.5555,2907,73.85159010600707
737,Intel Core i7-9700T @ 2.00GHz,13468.346,10782,73.85159010600707
738,AMD Athlon 64 X2 Dual-Core TK-42,486.8625,577,73.85159010600707
739,AMD Phenom 9150e Quad-Core,1212.575,1414,73.85159010600707
740,Intel Core i3-4130 @ 3.40GHz,4189.6565,3314,73.85159010600707
741,AMD FX-6100 Six-Core,2608.1885,3684,73.85159010600707
742,Intel Core i3-1215UL,5890.8535,6161,73.85159010600707
743,Intel Celeron SU2300 @ 1.20GHz,458.5595,482,73.85159010600707
744,Intel Xeon E3-1275 v5 @ 3.60GHz,7071.6285,8501,73.85159010600707
745,Intel Atom P5342,10912.477,12291,73.85159010600707
746,AMD Ryzen 5 PRO 4650U,12943.0285,12624,73.85159010600707
747,AMD Athlon II 170u,514.626,340,73.85159010600707
748,Intel Core i5-1035G7 @ 1.20GHz,7715.776,8132,73.85159010600707
749,Intel Core i7-10700K @ 3.80GHz,20689.2565,18792,73.85159010600707
750,AMD A8-5500 APU,2263.3775,2610,73.85159010600707
751,[Dual CPU] Intel Xeon E5-2640 v3 @ 2.60GHz,16598.7505,17438,73.85159010600707
752,AMD EPYC 7232P,14938.863,17731,73.85159010600707
753,AMD Athlon XP 3200+,217.998,281,73.85159010600707
754,AMD TurionX2 Ultra DualCore Mobile ZM-87,713.049,599,73.85159010600707
755,Intel Core i7-4750HQ @ 2.00GHz,5179.9545,5693,73.85159010600707
756,AMD Phenom FX-5000 Quad-Core,1298.4925,1599,73.85159010600707
757,[Dual CPU] AMD Opteron 6380,12611.2775,12377,73.85159010600707
758,Intel Xeon E3-1280 v6 @ 3.90GHz,6676.396,9032,73.85159010600707
759,AMD G-T52R,246.522,177,73.85159010600707
760,Intel Pentium G860 @ 3.00GHz,1500.896,1459,73.85159010600707
761,Intel Core2 Duo T7700 @ 2.40GHz,999.567,948,73.85159010600707
762,Intel Celeron G1820TE @ 2.20GHz,1152.2955,1020,73.85159010600707
763,AMD Ryzen 7 PRO 1700,11857.725,14658,73.85159010600707
764,AMD A8-5557M APU,1748.8845,1801,73.85159010600707
765,Intel Core i3-9100 @ 3.60GHz,6618.0505,6623,73.85159010600707
766,[Dual CPU] Intel Xeon E5-2428L @ 1.80GHz,5424.2835,8500,73.85159010600707
767,Intel Core i3-2350M @ 2.30GHz,1139.7805,1251,73.85159010600707
768,AMD Ryzen 3 4100,12155.015,11074,73.85159010600707
769,AMD Athlon II Neo K145,592.4225,298,73.85159010600707
770,Intel Core i3-5005U @ 2.00GHz,1896.3065,2023,73.85159010600707
771,[Quad CPU] AMD Opteron 6282 SE,8552.7975,12083,73.85159010600707
772,[Quad CPU] Intel Xeon @ 2.20GHz,1231.0645,2167,73.85159010600707
773,Intel Xeon E5-1650 v4 @ 3.60GHz,11744.321,11452,73.85159010600707
774,[Dual CPU] AMD EPYC 9124,66647.4225,60915,73.85159010600707
775,Intel Xeon E5-2650L @ 1.80GHz,6706.4845,6192,73.85159010600707
776,AMD Athlon X4 850,2629.503,3366,73.85159010600707
777,Intel Core i3-1005G1 @ 1.20GHz,7931.648,4919,73.85159010600707
778,Intel Celeron 1017U @ 1.60GHz,986.897,893,73.85159010600707
779,Intel Core i5-3439Y @ 1.50GHz,2196.7565,1907,73.85159010600707
780,Intel Xeon E5-2676 v3 @ 2.40GHz,12331.9245,13501,73.85159010600707
781,AMD Phenom II X920 Quad-Core,1479.451,1669,73.85159010600707
782,AMD Ryzen 5 2500X,8658.319,9469,73.85159010600707
783,Intel Celeron G550 @ 2.60GHz,1229.3245,1259,73.85159010600707
784,Intel Xeon E5-2609 @ 2.40GHz,2547.489,2823,73.85159010600707
785,Intel Core M-5Y31 @ 0.90GHz,2649.5445,1899,73.85159010600707
786,Intel Xeon Silver 4210 @ 2.20GHz,13938.976,13457,73.85159010600707
787,[Dual CPU] Intel Xeon Gold 5215 @ 2.50GHz,23060.018,22066,73.85159010600707
788,AMD 3015e,2379.4585,2724,73.85159010600707
789,AMD A6-6310 APU,1388.0705,1675,73.85159010600707
790,AMD Athlon II X2 4400e,1076.9595,944,73.85159010600707
791,AMD Ryzen 7 PRO 8700GE,40060.151,30199,73.85159010600707
792,Intel Core i7-3517UE @ 1.70GHz,2666.6095,2384,73.85159010600707
793,Intel Xeon E5335 @ 2.00GHz,1599.9275,1549,73.85159010600707
794,Intel Xeon X5677 @ 3.47GHz,4946.7735,5043,73.85159010600707
795,[Dual CPU] Intel Xeon X5675 @ 3.07GHz,11061.179,11693,73.85159010600707
796,Intel Core i5-9500F @ 3.00GHz,10774.561,10031,73.85159010600707
797,Intel Core2 Extreme X7900 @ 2.80GHz,1058.5835,1104,73.85159010600707
798,Intel T2050 @ 2.00GHz,468.7465,516,73.85159010600707
799,AMD Ryzen 3 8300GE,21311.6845,13846,73.85159010600707
800,AMD A4-3320M APU,654.379,668,73.85159010600707
801,AMD Opteron 152,408.975,428,73.85159010600707
802,Intel Xeon E5462 @ 2.80GHz,2503.4795,2146,73.85159010600707
803,Intel Xeon E5-4627 v3 @ 2.60GHz,9495.472,11344,73.85159010600707
804,AMD Athlon 220GE,4451.901,4424,73.85159010600707
805,[Quad CPU] Intel Xeon E7330 @ 2.40GHz,6619.409,6792,73.85159010600707
806,Intel Core i7-9850HE @ 2.70GHz,8593.9115,10868,73.85159010600707
807,AMD Ryzen 7 6800HS,20649.0095,23015,73.85159010600707
808,Intel Xeon E5-2608L v4 @ 1.60GHz,3157.678,7447,73.85159010600707
809,Intel Core2 Duo E6550 @ 2.33GHz,885.984,898,73.85159010600707
810,AMD Phenom II X4 B93,2159.3155,2159,73.85159010600707
811,Intel Core i3-3227U @ 1.90GHz,1177.7585,1290,73.85159010600707
812,Intel Core2 Duo U7600 @ 1.20GHz,420.1665,347,73.85159010600707
813,[Dual CPU] AMD EPYC 7742,81979.5555,94081,73.85159010600707
814,Intel Xeon W-1270E @ 3.40GHz,21127.8255,18635,73.85159010600707
815,AMD Ryzen 7 5700GE,24116.814,22436,73.85159010600707
816,AMD Ryzen 7 5800H,15579.7165,21029,73.85159010600707
817,AMD Phenom II X2 555,1566.72,1296,73.85159010600707
818,Intel Core i9-10900X @ 3.70GHz,24193.5945,22479,73.85159010600707
819,Intel Xeon W-1290 @ 3.20GHz,16509.522,20071,73.85159010600707
820,AMD Ryzen 3 3250C,4434.544,3153,73.85159010600707
821,AMD Phenom II X4 970,3916.614,2739,73.85159010600707
822,Intel Xeon E5320 @ 1.86GHz,1407.229,1469,73.85159010600707
823,Intel Core i3-8140U @ 2.10GHz,5147.0615,4227,73.85159010600707
824,AMD Athlon II X2 B24,1137.186,1120,73.85159010600707
825,AMD A4-3420 APU,1057.7395,1054,73.85159010600707
826,Intel Core i5-4310M @ 2.70GHz,3093.9565,3100,73.85159010600707
827,[Dual CPU] Intel Xeon E5-2673 v4 @ 2.30GHz,40056.767,37891,73.85159010600707
828,Intel Xeon W-3265 @ 2.70GHz,29048.196,30105,73.85159010600707
829,Intel Core i7-4710HQ @ 2.50GHz,5358.1005,5534,73.85159010600707
830,Intel Core i7-2640M @ 2.80GHz,2317.184,2465,73.85159010600707
831,Intel Core i7-4610M @ 3.00GHz,3278.965,3217,73.85159010600707
832,[Dual CPU] Intel Xeon Gold 6230R @ 2.10GHz,50741.3095,53762,73.85159010600707
833,AMD Opteron X3216 APU,1700.2935,1475,73.85159010600707
834,AMD Ryzen 5 PRO 2400G,8212.5945,8506,73.85159010600707
835,[Dual CPU] AMD Opteron 2374 HE,3163.6615,3667,73.85159010600707
836,Intel Xeon X5667 @ 3.07GHz,4085.4085,4659,73.85159010600707
837,Intel Xeon E5-1607 @ 3.00GHz,4411.792,3731,73.85159010600707
838,Intel Xeon E3-1240 v6 @ 3.70GHz,8018.8135,8645,73.85159010600707
839,Intel Core i7-4550U @ 1.50GHz,2236.7945,2272,73.85159010600707
840,Intel Pentium 4 2.80GHz,342.6965,237,73.85159010600707
841,AMD Athlon 5350 APU,1334.4735,1780,73.85159010600707
842,Intel Core i7-3612QM @ 2.10GHz,5215.709,4655,73.85159010600707
843,Intel Core2 Duo E8600 @ 3.33GHz,1523.3285,1376,73.85159010600707
844,Intel Core i3-7100T @ 3.40GHz,3223.3065,3757,73.85159010600707
845,[Dual CPU] Intel Xeon W5590 @ 3.33GHz,6714.2895,6640,73.85159010600707
846,Intel Pentium G6960 @ 2.93GHz,1404.858,1433,73.85159010600707
847,Intel Xeon E E-2434,21744.5265,16432,73.85159010600707
848,Intel Xeon E3-1275 v3 @ 3.50GHz,6081.497,7213,73.85159010600707
