CPU Name,No. Sockets,Cores,CPU Mark,Thread Mark,TDP (W),Power Performance,Category
[Dual CPU] Intel Xeon E5-2603 v3 @ 1.60GHz,2,6,6937,925,85,81.61,Server
Intel Xeon E5-2603 v4 @ 1.70GHz,1,6,4695,1046,85,55.24,Server
[Dual CPU] Intel Xeon E5-2603 v4 @ 1.70GHz,2,6,7992,1081,85,94.02,Server
Intel Xeon E5-2608L v3 @ 2.00GHz,1,6,6415,1210,52,123.37,Server
Intel Xeon E5-2608L v4 @ 1.60GHz,1,8,7447,1092,50,148.94,Server
Intel Xeon E5-2609 @ 2.40GHz,1,4,2823,1114,80,35.29,Server
[Dual CPU] Intel Xeon E5-2609 @ 2.40GHz,2,4,5891,1151,80,73.64,Server
Intel Xeon E5-2609 v2 @ 2.50GHz,1,4,3369,1356,80,42.11,Server
[Dual CPU] Intel Xeon E5-2609 v2 @ 2.50GHz,2,4,6844,1383,80,85.55,Server
Intel Xeon E5-2609 v3 @ 1.90GHz,1,6,4430,1097,80,55.38,Server
[Dual CPU] Intel Xeon E5-2609 v3 @ 1.90GHz,2,6,8595,1110,80,107.44,Server
Intel Xeon E5-2609 v4 @ 1.70GHz,1,8,5443,1020,85,64.04,Server
[Dual CPU] Intel Xeon E5-2609 v4 @ 1.70GHz,2,8,10057,1069,85,118.32,Server
Intel Xeon E5-2618L v3 @ 2.30GHz,1,8,11181,1917,75,149.08,Server
Intel Xeon E5-2618L v4 @ 2.20GHz,1,10,12429,1975,75,165.72,Server
[Dual CPU] Intel Xeon E5-2618L v4 @ 2.20GHz,2,10,22319,1947,75,297.59,Server
Intel Xeon E5-2620 @ 2.00GHz,1,6,5291,1109,95,55.69,Server
[Dual CPU] Intel Xeon E5-2620 @ 2.00GHz,2,6,9763,1130,95,102.77,Server
Intel Xeon E5-2620 v2 @ 2.10GHz,1,6,6246,1290,80,78.08,Server
[Dual CPU] Intel Xeon E5-2620 v2 @ 2.10GHz,2,6,10843,1282,80,135.54,Server
Intel Xeon E5-2620 v3 @ 2.40GHz,1,6,7804,1690,85,91.81,Server
[Dual CPU] Intel Xeon E5-2620 v3 @ 2.40GHz,2,6,13303,1701,85,156.51,Server
Intel Xeon E5-2620 v4 @ 2.10GHz,1,8,9198,1634,85,108.21,Server
[Dual CPU] Intel Xeon E5-2620 v4 @ 2.10GHz,2,8,15883,1700,85,186.86,Server
Intel Xeon E5-2623 v3 @ 3.00GHz,1,4,6790,1866,105,64.67,Server
[Dual CPU] Intel Xeon E5-2623 v3 @ 3.00GHz,2,4,11701,1948,105,111.44,Server
Intel Xeon E5-2623 v4 @ 2.60GHz,1,4,6940,1761,85,81.65,Server
[Dual CPU] Intel Xeon E5-2623 v4 @ 2.60GHz,2,4,8506,1409,85,100.07,Server
Intel Xeon E5-2628 v3 @ 2.50GHz,1,8,8447,1754,85,99.38,Server
Intel Xeon E5-2628L v2 @ 1.90GHz,1,8,7181,1106,70,102.59,Server
Intel Xeon E5-2628L v3 @ 2.00GHz,1,10,9949,1483,75,132.65,Server
Intel Xeon E5-2628L v4 @ 1.90GHz,1,12,11079,1433,75,147.72,Server
[Dual CPU] Intel Xeon E5-2628L v4 @ 1.90GHz,2,12,18895,1462,75,251.93,Server
Intel Xeon E5-2629 v3 @ 2.40GHz,1,8,9139,1426,85,107.52,Server
Intel Xeon E5-2630 @ 2.30GHz,1,6,6183,1286,95,65.08,Server
[Dual CPU] Intel Xeon E5-2630 @ 2.30GHz,2,6,10701,1274,95,112.64,Server
Intel Xeon E5-2630 v2 @ 2.60GHz,1,6,7473,1569,80,93.41,Server
[Dual CPU] Intel Xeon E5-2630 v2 @ 2.60GHz,2,6,13629,1572,80,170.36,Server
Intel Xeon E5-2630 v3 @ 2.40GHz,1,8,10394,1763,85,122.28,Server
[Dual CPU] Intel Xeon E5-2630 v3 @ 2.40GHz,2,8,17151,1714,85,201.78,Server
Intel Xeon E5-2630 v4 @ 2.20GHz,1,10,11609,1746,85,136.58,Server
[Dual CPU] Intel Xeon E5-2630 v4 @ 2.20GHz,2,10,19216,1725,85,226.07,Server
Intel Xeon E5-2630L @ 2.00GHz,1,6,5305,1119,60,88.42,Server
[Dual CPU] Intel Xeon E5-2630L @ 2.00GHz,2,6,8760,1152,60,146,Server
Intel Xeon E5-2630L v2 @ 2.40GHz,1,6,6703,1396,60,111.72,Server
[Dual CPU] Intel Xeon E5-2630L v2 @ 2.40GHz,2,6,12414,1381,60,206.9,Server
Intel Xeon E5-2630L v3 @ 1.80GHz,1,8,8701,1543,55,158.2,Server
[Dual CPU] Intel Xeon E5-2630L v3 @ 1.80GHz,2,8,14759,1612,55,268.35,Server
Intel Xeon E5-2630L v4 @ 1.80GHz,1,10,9943,1556,55,180.78,Server
[Dual CPU] Intel Xeon E5-2630L v4 @ 1.80GHz,2,10,19755,1800,55,359.18,Server
Intel Xeon E5-2637 @ 3.00GHz,1,2,2978,1526,80,37.22,Server
[Dual CPU] Intel Xeon E5-2637 @ 3.00GHz,2,2,5775,1654,80,72.19,Server
Intel Xeon E5-2637 v2 @ 3.50GHz,1,4,6457,1902,130,49.67,Server
[Dual CPU] Intel Xeon E5-2637 v2 @ 3.50GHz,2,4,12040,1917,130,92.62,Server
Intel Xeon E5-2637 v3 @ 3.50GHz,1,4,7246,2025,135,53.67,Server
[Dual CPU] Intel Xeon E5-2637 v3 @ 3.50GHz,2,4,13176,2047,135,97.6,Server
Intel Xeon E5-2637 v4 @ 3.50GHz,1,4,7434,2205,135,55.07,Server
[Dual CPU] Intel Xeon E5-2637 v4 @ 3.50GHz,2,4,13968,2198,135,103.47,Server
Intel Xeon E5-2640 @ 2.50GHz,1,6,6324,1352,95,66.57,Server
[Dual CPU] Intel Xeon E5-2640 @ 2.50GHz,2,6,11591,1345,95,122.01,Server
Intel Xeon E5-2640 v2 @ 2.00GHz,1,8,7590,1270,95,79.89,Server
[Dual CPU] Intel Xeon E5-2640 v2 @ 2.00GHz,2,8,13421,1184,95,141.27,Server
Intel Xeon E5-2640 v3 @ 2.60GHz,1,8,11107,1876,90,123.41,Server
[Dual CPU] Intel Xeon E5-2640 v3 @ 2.60GHz,2,8,17438,1741,90,193.76,Server
Intel Xeon E5-2640 v4 @ 2.40GHz,1,10,12451,1944,90,138.34,Server
[Dual CPU] Intel Xeon E5-2640 v4 @ 2.40GHz,2,10,21121,1871,90,234.68,Server
Intel Xeon E5-2643 @ 3.30GHz,1,4,5433,1615,130,41.79,Server
[Dual CPU] Intel Xeon E5-2643 @ 3.30GHz,2,4,9774,1600,130,75.18,Server
Intel Xeon E5-2643 v2 @ 3.50GHz,1,6,9184,1894,130,70.65,Server
[Dual CPU] Intel Xeon E5-2643 v2 @ 3.50GHz,2,6,17175,1978,130,132.12,Server
Intel Xeon E5-2643 v3 @ 3.40GHz,1,6,10465,2085,135,77.52,Server
[Dual CPU] Intel Xeon E5-2643 v3 @ 3.40GHz,2,6,17895,2061,135,132.56,Server
Intel Xeon E5-2643 v4 @ 3.40GHz,1,6,11138,2205,135,82.5,Server
[Dual CPU] Intel Xeon E5-2643 v4 @ 3.40GHz,2,6,19933,2279,135,147.65,Server
Intel Xeon E5-2648L @ 1.80GHz,1,8,5262,981,70,75.17,Server
[Dual CPU] Intel Xeon E5-2648L @ 1.80GHz,2,8,9940,899,70,142,Server
Intel Xeon E5-2648L v2 @ 1.90GHz,1,10,8828,1194,70,126.11,Server
[Dual CPU] Intel Xeon E5-2648L v2 @ 1.90GHz,2,10,16028,1286,70,228.97,Server
Intel Xeon E5-2648L v3 @ 1.80GHz,1,12,9847,1292,75,131.29,Server
Intel Xeon E5-2648L v4 @ 1.80GHz,1,14,11547,1435,75,153.96,Server
Intel Xeon E5-2649 v3 @ 2.30GHz,1,10,12399,1674,105,118.09,Server
Intel Xeon E5-2650 @ 2.00GHz,1,8,7375,1223,95,77.63,Server
[Dual CPU] Intel Xeon E5-2650 @ 2.00GHz,2,8,12870,1246,95,135.47,Server
Intel Xeon E5-2650 v2 @ 2.60GHz,1,8,9865,1688,95,103.84,Server
[Dual CPU] Intel Xeon E5-2650 v2 @ 2.60GHz,2,8,17389,1668,95,183.04,Server
Intel Xeon E5-2650 v3 @ 2.30GHz,1,10,11811,1649,105,112.49,Server
[Dual CPU] Intel Xeon E5-2650 v3 @ 2.30GHz,2,10,19743,1618,105,188.03,Server
Intel Xeon E5-2650 v4 @ 2.20GHz,1,12,13591,1701,105,129.44,Server
[Dual CPU] Intel Xeon E5-2650 v4 @ 2.20GHz,2,12,22981,1727,105,218.87,Server
Intel Xeon E5-2650L @ 1.80GHz,1,8,6192,1083,70,88.46,Server
[Dual CPU] Intel Xeon E5-2650L @ 1.80GHz,2,8,11364,1050,70,162.34,Server
Intel Xeon E5-2650L v2 @ 1.70GHz,1,10,7586,979,70,108.37,Server
[Dual CPU] Intel Xeon E5-2650L v2 @ 1.70GHz,2,10,14022,1034,70,200.31,Server
Intel Xeon E5-2650L v3 @ 1.80GHz,1,12,11880,1399,65,182.77,Server
[Dual CPU] Intel Xeon E5-2650L v3 @ 1.80GHz,2,12,19882,1352,65,305.88,Server
Intel Xeon E5-2650L v4 @ 1.70GHz,1,14,12646,1470,65,194.55,Server
[Dual CPU] Intel Xeon E5-2650L v4 @ 1.70GHz,2,14,25440,1643,65,391.38,Server
Intel Xeon E5-2658 @ 2.10GHz,1,8,6073,1156,95,63.93,Server
[Dual CPU] Intel Xeon E5-2658 @ 2.10GHz,2,8,10053,1096,95,105.82,Server
Intel Xeon E5-2658 v2 @ 2.40GHz,1,10,10528,1476,95,110.82,Server
[Dual CPU] Intel Xeon E5-2658 v2 @ 2.40GHz,2,10,18250,1529,95,192.11,Server
Intel Xeon E5-2658 v3 @ 2.20GHz,1,12,13487,1711,105,128.45,Server
[Dual CPU] Intel Xeon E5-2658 v3 @ 2.20GHz,2,12,21856,1576,105,208.15,Server
Intel Xeon E5-2658 v4 @ 2.30GHz,1,14,14434,1583,105,137.47,Server
[Dual CPU] Intel Xeon E5-2658 v4 @ 2.30GHz,2,14,27797,1748,105,264.73,Server
Intel Xeon E5-2658A v3 @ 2.20GHz,1,12,14879,1688,105,141.7,Server
Intel Xeon E5-2660 @ 2.20GHz,1,8,8149,1397,95,85.78,Server
[Dual CPU] Intel Xeon E5-2660 @ 2.20GHz,2,8,14103,1357,95,148.45,Server
Intel Xeon E5-2660 v2 @ 2.20GHz,1,10,10507,1507,95,110.6,Server
[Dual CPU] Intel Xeon E5-2660 v2 @ 2.20GHz,2,10,18491,1423,95,194.64,Server
Intel Xeon E5-2660 v3 @ 2.60GHz,1,10,13135,1805,105,125.1,Server
[Dual CPU] Intel Xeon E5-2660 v3 @ 2.60GHz,2,10,22108,1804,105,210.55,Server
Intel Xeon E5-2660 v4 @ 2.00GHz,1,14,16032,1747,105,152.69,Server
[Dual CPU] Intel Xeon E5-2660 v4 @ 2.00GHz,2,14,26359,1906,105,251.04,Server
Intel Xeon E5-2663 v3 @ 2.80GHz,1,10,11777,2040,120,98.14,Server
[Dual CPU] Intel Xeon E5-2663 v3 @ 2.80GHz,2,10,21671,1958,120,180.59,Server
Intel Xeon E5-2665 @ 2.40GHz,1,8,8298,1400,115,72.16,Server
[Dual CPU] Intel Xeon E5-2665 @ 2.40GHz,2,8,14117,1355,115,122.76,Server
Intel Xeon E5-2666 v3 @ 2.90GHz,1,10,14294,1969,135,105.88,Server
[Dual CPU] Intel Xeon E5-2666 v3 @ 2.90GHz,2,10,23631,1949,135,175.04,Server
Intel Xeon E5-2666 v4 @ 2.80GHz,1,12,17958,2052,145,123.85,Server
Intel Xeon E5-2667 @ 2.90GHz,1,6,7511,1584,130,57.78,Server
[Dual CPU] Intel Xeon E5-2667 @ 2.90GHz,2,6,12728,1560,130,97.91,Server
Intel Xeon E5-2667 v2 @ 3.30GHz,1,8,12266,2017,130,94.35,Server
[Dual CPU] Intel Xeon E5-2667 v2 @ 3.30GHz,2,8,21203,2021,130,163.1,Server
Intel Xeon E5-2667 v3 @ 3.20GHz,1,8,12633,2007,135,93.58,Server
[Dual CPU] Intel Xeon E5-2667 v3 @ 3.20GHz,2,8,21004,1966,135,155.59,Server
Intel Xeon E5-2667 v4 @ 3.20GHz,1,8,13847,2189,135,102.57,Server
[Dual CPU] Intel Xeon E5-2667 v4 @ 3.20GHz,2,8,24086,2191,135,178.41,Server
Intel Xeon E5-2669 v3 @ 2.30GHz,1,12,16107,1502,120,134.22,Server
Intel Xeon E5-2670 @ 2.60GHz,1,8,8956,1469,115,77.88,Server
[Dual CPU] Intel Xeon E5-2670 @ 2.60GHz,2,8,15689,1497,115,136.43,Server
Intel Xeon E5-2670 v2 @ 2.50GHz,1,10,11335,1623,115,98.57,Server
[Dual CPU] Intel Xeon E5-2670 v2 @ 2.50GHz,2,10,19161,1576,115,166.62,Server
Intel Xeon E5-2670 v3 @ 2.30GHz,1,12,13570,1691,120,113.08,Server
[Dual CPU] Intel Xeon E5-2670 v3 @ 2.30GHz,2,12,22415,1706,120,186.79,Server
Intel Xeon E5-2673 v2 @ 3.30GHz,1,8,12128,1947,110,110.25,Server
[Dual CPU] Intel Xeon E5-2673 v2 @ 3.30GHz,2,8,21271,1981,110,193.37,Server
Intel Xeon E5-2673 v3 @ 2.40GHz,1,12,14245,1740,110,129.5,Server
[Dual CPU] Intel Xeon E5-2673 v3 @ 2.40GHz,2,12,22526,1654,110,204.78,Server
Intel Xeon E5-2673 v4 @ 2.30GHz,1,20,20631,2107,135,152.82,Server
[Dual CPU] Intel Xeon E5-2673 v4 @ 2.30GHz,2,20,37891,2055,135,280.67,Server
Intel Xeon E5-2676 v3 @ 2.40GHz,1,12,13501,1636,120,112.51,Server
[Dual CPU] Intel Xeon E5-2676 v3 @ 2.40GHz,2,12,21875,1718,120,182.29,Server
Intel Xeon E5-2676 v4 @ 2.40GHz,1,16,18978,1730,145,130.88,Server
Intel Xeon E5-2678 v3 @ 2.50GHz,1,12,14712,1761,120,122.6,Server
[Dual CPU] Intel Xeon E5-2678 v3 @ 2.50GHz,2,12,24371,1783,120,203.09,Server
Intel Xeon E5-2679 v4 @ 2.50GHz,1,20,24131,1992,200,120.66,Server
Intel Xeon E5-2680 @ 2.70GHz,1,8,9396,1555,130,72.28,Server
[Dual CPU] Intel Xeon E5-2680 @ 2.70GHz,2,8,15690,1552,130,120.69,Server
Intel Xeon E5-2680 v2 @ 2.80GHz,1,10,12634,1787,115,109.86,Server
[Dual CPU] Intel Xeon E5-2680 v2 @ 2.80GHz,2,10,21269,1785,115,184.95,Server
Intel Xeon E5-2680 v3 @ 2.50GHz,1,12,15152,1806,120,126.27,Server
[Dual CPU] Intel Xeon E5-2680 v3 @ 2.50GHz,2,12,24297,1775,120,202.48,Server
Intel Xeon E5-2680 v4 @ 2.40GHz,1,14,17762,1955,120,148.02,Server
[Dual CPU] Intel Xeon E5-2680 v4 @ 2.40GHz,2,14,28399,1961,120,236.66,Server
Intel Xeon E5-2680R v4 @ 2.40GHz,1,14,17487,1904,120,145.72,Server
Intel Xeon E5-2682 v4 @ 2.50GHz,1,16,18999,1855,120,158.32,Server
[Dual CPU] Intel Xeon E5-2682 v4 @ 2.50GHz,2,16,29874,1830,120,248.95,Server
Intel Xeon E5-2683 v3 @ 2.00GHz,1,14,14749,1673,120,122.91,Server
[Dual CPU] Intel Xeon E5-2683 v3 @ 2.00GHz,2,14,23992,1635,120,199.93,Server
Intel Xeon E5-2683 v4 @ 2.10GHz,1,16,17674,1712,120,147.28,Server
[Dual CPU] Intel Xeon E5-2683 v4 @ 2.10GHz,2,16,28175,1756,120,234.79,Server
Intel Xeon E5-2685 v3 @ 2.60GHz,1,12,12944,1726,120,107.87,Server
[Dual CPU] Intel Xeon E5-2685 v3 @ 2.60GHz,2,12,20233,1522,120,168.61,Server
Intel Xeon E5-2686 v3 @ 2.00GHz,1,18,18148,1910,120,151.23,Server
Intel Xeon E5-2686 v4 @ 2.30GHz,1,18,20434,1811,145,140.92,Server
[Dual CPU] Intel Xeon E5-2686 v4 @ 2.30GHz,2,18,33650,1831,145,232.07,Server
Intel Xeon E5-2687W @ 3.10GHz,1,8,9996,1667,150,66.64,Server
[Dual CPU] Intel Xeon E5-2687W @ 3.10GHz,2,8,17778,1739,150,118.52,Server
Intel Xeon E5-2687W v2 @ 3.40GHz,1,8,12254,2041,150,81.69,Server
[Dual CPU] Intel Xeon E5-2687W v2 @ 3.40GHz,2,8,20635,1989,150,137.57,Server
Intel Xeon E5-2687W v3 @ 3.10GHz,1,10,14615,1904,160,91.34,Server
[Dual CPU] Intel Xeon E5-2687W v3 @ 3.10GHz,2,10,24147,1944,160,150.92,Server
Intel Xeon E5-2687W v4 @ 3.00GHz,1,12,17755,2037,160,110.97,Server
[Dual CPU] Intel Xeon E5-2687W v4 @ 3.00GHz,2,12,28428,2090,160,177.68,Server
Intel Xeon E5-2689 @ 2.60GHz,1,8,9681,1576,115,84.18,Server
[Dual CPU] Intel Xeon E5-2689 @ 2.60GHz,2,8,15713,1596,115,136.63,Server
Intel Xeon E5-2689 v4 @ 3.10GHz,1,10,17049,2309,165,103.33,Server
[Dual CPU] Intel Xeon E5-2689 v4 @ 3.10GHz,2,10,29629,2334,165,179.57,Server
Intel Xeon E5-2690 @ 2.90GHz,1,8,9736,1658,135,72.12,Server
[Dual CPU] Intel Xeon E5-2690 @ 2.90GHz,2,8,16753,1676,135,124.1,Server
Intel Xeon E5-2690 v2 @ 3.00GHz,1,10,13489,1881,130,103.76,Server
[Dual CPU] Intel Xeon E5-2690 v2 @ 3.00GHz,2,10,21869,1847,130,168.22,Server
Intel Xeon E5-2690 v3 @ 2.60GHz,1,12,16495,1935,135,122.19,Server
[Dual CPU] Intel Xeon E5-2690 v3 @ 2.60GHz,2,12,26369,1924,135,195.33,Server
Intel Xeon E5-2690 v4 @ 2.60GHz,1,14,19530,2075,135,144.67,Server
[Dual CPU] Intel Xeon E5-2690 v4 @ 2.60GHz,2,14,32070,2105,135,237.56,Server
Intel Xeon E5-2692 v2 @ 2.20GHz,1,12,12119,1571,115,105.38,Server
Intel Xeon E5-2695 v2 @ 2.40GHz,1,12,13306,1633,115,115.7,Server
[Dual CPU] Intel Xeon E5-2695 v2 @ 2.40GHz,2,12,21649,1599,115,188.25,Server
Intel Xeon E5-2695 v3 @ 2.30GHz,1,14,16509,1804,120,137.57,Server
[Dual CPU] Intel Xeon E5-2695 v3 @ 2.30GHz,2,14,29172,1866,120,243.1,Server
Intel Xeon E5-2695 v4 @ 2.10GHz,1,18,19109,1822,120,159.24,Server
[Dual CPU] Intel Xeon E5-2695 v4 @ 2.10GHz,2,18,35017,1904,120,291.81,Server
Intel Xeon E5-2696 v2 @ 2.50GHz,1,12,14116,1708,120,117.63,Server
[Dual CPU] Intel Xeon E5-2696 v2 @ 2.50GHz,2,12,23331,1677,120,194.42,Server
Intel Xeon E5-2696 v3 @ 2.30GHz,1,18,22140,2097,145,152.69,Server
[Dual CPU] Intel Xeon E5-2696 v3 @ 2.30GHz,2,18,32867,2047,145,226.67,Server
Intel Xeon E5-2696 v4 @ 2.20GHz,1,22,24858,2141,150,165.72,Server
[Dual CPU] Intel Xeon E5-2696 v4 @ 2.20GHz,2,22,41370,2121,150,275.8,Server
Intel Xeon E5-2697 v2 @ 2.70GHz,1,12,14259,1795,130,109.68,Server
[Dual CPU] Intel Xeon E5-2697 v2 @ 2.70GHz,2,12,22825,1715,130,175.58,Server
Intel Xeon E5-2697 v3 @ 2.60GHz,1,14,18618,1979,145,128.4,Server
[Dual CPU] Intel Xeon E5-2697 v3 @ 2.60GHz,2,14,26746,1939,145,184.46,Server
Intel Xeon E5-2697 v4 @ 2.30GHz,1,18,20906,1991,145,144.18,Server
[Dual CPU] Intel Xeon E5-2697 v4 @ 2.30GHz,2,18,38248,2091,145,263.78,Server
Intel Xeon E5-2697A v4 @ 2.60GHz,1,16,21549,2092,145,148.61,Server
[Dual CPU] Intel Xeon E5-2697A v4 @ 2.60GHz,2,16,33941,2162,145,234.08,Server
Intel Xeon E5-2697R v4 @ 2.30GHz,1,18,20843,2007,145,143.74,Server
Intel Xeon E5-2698 v3 @ 2.30GHz,1,16,18872,1920,135,139.79,Server
[Dual CPU] Intel Xeon E5-2698 v3 @ 2.30GHz,2,16,31307,2006,135,231.9,Server
Intel Xeon E5-2698 v4 @ 2.20GHz,1,20,23730,2157,135,175.78,Server
[Dual CPU] Intel Xeon E5-2698 v4 @ 2.20GHz,2,20,39543,2114,135,292.91,Server
Intel Xeon E5-2699 v3 @ 2.30GHz,1,18,20316,1897,145,140.11,Server
[Dual CPU] Intel Xeon E5-2699 v3 @ 2.30GHz,2,18,34141,1967,145,235.46,Server
Intel Xeon E5-2699 v4 @ 2.20GHz,1,22,25604,1994,145,176.58,Server
[Dual CPU] Intel Xeon E5-2699 v4 @ 2.20GHz,2,22,43586,2107,145,300.59,Server
Intel Xeon E5-2699A v4 @ 2.40GHz,1,22,25654,1973,145,176.92,Server
[Dual CPU] Intel Xeon E5-2699A v4 @ 2.40GHz,2,22,44999,2113,145,310.34,Server
Intel Xeon E5-2699C v4 @ 2.20GHz,1,22,22283,1527,145,153.68,Server
[Dual CPU] Intel Xeon E5-2699C v4 @ 2.20GHz,2,22,34102,1497,145,235.19,Server
Intel Xeon E5-4603 @ 2.00GHz,1,4,3391,953,95,35.69,Server
[Dual CPU] Intel Xeon E5-4603 @ 2.00GHz,2,4,6690,995,95,70.42,Server
Intel Xeon E5-4607 v2 @ 2.60GHz,1,6,6986,1363,95,73.54,Server
[Quad CPU] Intel Xeon E5-4607 v2 @ 2.60GHz,4,6,7557,1378,95,79.55,Server
Intel Xeon E5-4610 @ 2.40GHz,1,6,6460,1401,95,68,Server
[Quad CPU] Intel Xeon E5-4610 @ 2.40GHz,4,6,23354,1474,95,245.83,Server
Intel Xeon E5-4610 v3 @ 1.70GHz,1,10,7229,1027,105,68.85,Server
[Dual CPU] Intel Xeon E5-4610 v4 @ 1.80GHz,2,10,15084,1144,105,143.66,Server
Intel Xeon E5-4617 @ 2.90GHz,1,6,6298,1552,130,48.45,Server
[Dual CPU] Intel Xeon E5-4617 @ 2.90GHz,2,6,11387,1640,130,87.59,Server
Intel Xeon E5-4620 @ 2.20GHz,1,8,7037,1207,95,74.07,Server
[Dual CPU] Intel Xeon E5-4620 @ 2.20GHz,2,8,11474,974,95,120.78,Server
Intel Xeon E5-4620 v2 @ 2.60GHz,1,8,9590,1569,95,100.95,Server
[Quad CPU] Intel Xeon E5-4620 v2 @ 2.60GHz,4,8,17849,1512,95,187.88,Server
[Dual CPU] Intel Xeon E5-4620 v2 @ 2.60GHz,2,8,16970,1574,95,178.63,Server
Intel Xeon E5-4620 v3 @ 2.00GHz,1,10,10525,1486,105,100.24,Server
Intel Xeon E5-4627 v2 @ 3.30GHz,1,8,9320,1786,130,71.69,Server
[Quad CPU] Intel Xeon E5-4627 v2 @ 3.30GHz,4,8,32381,2013,130,249.08,Server
[Dual CPU] Intel Xeon E5-4627 v2 @ 3.30GHz,2,8,15898,1972,130,122.29,Server
Intel Xeon E5-4627 v3 @ 2.60GHz,1,10,11344,1749,135,84.03,Server
[Dual CPU] Intel Xeon E5-4627 v3 @ 2.60GHz,2,10,20294,1722,135,150.33,Server
Intel Xeon E5-4627 v4 @ 2.60GHz,1,10,12969,2030,135,96.07,Server
[Dual CPU] Intel Xeon E5-4627 v4 @ 2.60GHz,2,10,22336,1951,135,165.45,Server
Intel Xeon E5-4628L v4 @ 1.80GHz,1,14,12461,1327,75,166.15,Mobile/Embedded
Intel Xeon E5-4640 @ 2.40GHz,1,8,7012,1233,95,73.81,Server
[Quad CPU] Intel Xeon E5-4640 @ 2.40GHz,4,8,21374,1392,95,224.99,Server
[Dual CPU] Intel Xeon E5-4640 v2 @ 2.20GHz,2,10,19028,1373,95,200.29,Server
Intel Xeon E5-4640 v3 @ 1.90GHz,1,12,10372,1514,105,98.78,Server
[Dual CPU] Intel Xeon E5-4640 v4 @ 2.10GHz,2,12,22559,1573,105,214.85,Server
Intel Xeon E5-4648 v3 @ 1.70GHz,1,12,9061,1317,105,86.3,Server
Intel Xeon E5-4650 @ 2.70GHz,1,8,8630,1476,130,66.38,Server
[Quad CPU] Intel Xeon E5-4650 @ 2.70GHz,4,8,27008,1549,130,207.75,Server
[Dual CPU] Intel Xeon E5-4650 @ 2.70GHz,2,8,13713,1430,130,105.48,Server
Intel Xeon E5-4650 v2 @ 2.40GHz,1,10,11064,1501,95,116.46,Server
[Quad CPU] Intel Xeon E5-4650 v2 @ 2.40GHz,4,10,32150,1563,95,338.42,Server
Intel Xeon E5-4650 v3 @ 2.10GHz,1,12,10838,1384,105,103.22,Server
Intel Xeon E5-4650 v4 @ 2.20GHz,1,14,15871,1610,105,151.15,Server
[Quad CPU] Intel Xeon E5-4650 v4 @ 2.20GHz,4,14,41126,1628,105,391.68,Server
[Dual CPU] Intel Xeon E5-4650 v4 @ 2.20GHz,2,14,25851,1630,105,246.2,Server
Intel Xeon E5-4650L @ 2.60GHz,1,8,8533,1409,115,74.2,Server
[Quad CPU] Intel Xeon E5-4650L @ 2.60GHz,4,8,28193,1439,115,245.16,Server
Intel Xeon E5-4655 v3 @ 2.90GHz,1,6,9377,1817,135,69.46,Server
Intel Xeon E5-4657L v2 @ 2.40GHz,1,12,11613,1483,115,100.98,Server
[Quad CPU] Intel Xeon E5-4657L v2 @ 2.40GHz,4,12,36266,1554,115,315.36,Server
[Dual CPU] Intel Xeon E5-4657L v2 @ 2.40GHz,2,12,21548,1291,115,187.37,Server
Intel Xeon E5-4660 v3 @ 2.10GHz,1,14,14256,1558,120,118.8,Server
Intel Xeon E5-4660 v4 @ 2.20GHz,1,16,15375,1805,120,128.12,Server
[Quad CPU] Intel Xeon E5-4660 v4 @ 2.20GHz,4,16,54621,1786,120,455.18,Server
[Dual CPU] Intel Xeon E5-4660 v4 @ 2.20GHz,2,16,24421,1575,120,203.51,Server
Intel Xeon E5-4667 v3 @ 2.00GHz,1,16,15397,1461,135,114.05,Server
Intel Xeon E5-4667 v4 @ 2.20GHz,1,18,20319,1757,135,150.51,Server
[Quad CPU] Intel Xeon E5-4667 v4 @ 2.20GHz,4,18,53402,1584,135,395.57,Server
Intel Xeon E5-4669 v3 @ 2.10GHz,1,18,17430,1474,135,129.11,Server
[Quad CPU] Intel Xeon E5-4669 v3 @ 2.10GHz,4,18,41232,1446,135,305.42,Server
[Dual CPU] Intel Xeon E5-4669 v3 @ 2.10GHz,2,18,31494,1549,135,233.29,Server
Intel Xeon E5-4669 v4 @ 2.20GHz,1,22,11523,1366,135,85.36,Server
Intel Xeon E5205 @ 1.86GHz,1,2,838,788,65,12.89,Server
Intel Xeon E5240 @ 3.00GHz,1,2,1448,1312,65,22.28,Server
Intel Xeon E5310 @ 1.60GHz,1,4,1306,640,80,16.32,Server
[Dual CPU] Intel Xeon E5310 @ 1.60GHz,2,4,2629,641,80,32.86,Server
Intel Xeon E5320 @ 1.86GHz,1,4,1469,770,80,18.36,Server
[Dual CPU] Intel Xeon E5320 @ 1.86GHz,2,4,2911,762,80,36.39,Server
Intel Xeon E5335 @ 2.00GHz,1,4,1549,817,80,19.36,Server
[Dual CPU] Intel Xeon E5335 @ 2.00GHz,2,4,3069,815,80,38.36,Server
Intel Xeon E5345 @ 2.33GHz,1,4,1868,954,80,23.35,Server
[Dual CPU] Intel Xeon E5345 @ 2.33GHz,2,4,3458,946,80,43.22,Server
Intel Xeon E5405 @ 2.00GHz,1,4,1718,877,80,21.48,Server
[Dual CPU] Intel Xeon E5405 @ 2.00GHz,2,4,3402,875,80,42.52,Server
Intel Xeon E5410 @ 2.33GHz,1,4,2007,1023,80,25.09,Server
